id,country,object_type,launch_year,altitude_km,orbit_type,status
1707,France,Rocket Body,1979,27243.43,GEO,Active
1708,China,Payload,2003,4916.03,MEO,Active
1709,Russia,Payload,1997,1365.2,LEO,Active
1710,Australia,Payload,1987,1850.36,LEO,Active
1711,France,Rocket Body,1971,14008.5,MEO,Active
1712,Canada,Payload,1974,25082.52,GEO,Inactive
1713,Germany,Debris,1995,8579.39,MEO,Active
1714,India,Payload,1977,33944.5,GEO,Inactive
1715,Russia,Debris,1978,28510.12,GEO,Active
1716,China,Rocket Body,1967,21178.61,GEO,Active
1717,Italy,Payload,1987,2502.32,MEO,Active
1718,India,Debris,1973,20199.76,GEO,Active
1719,United States,Payload,1994,3194.85,MEO,Active
1720,Japan,Payload,2002,645.07,LEO,Inactive
1721,Israel,Debris,1975,35627.29,GEO,Active
1722,Israel,Debris,1969,35443.95,GEO,Inactive
1723,Australia,Rocket Body,1966,31626.59,GEO,Inactive
1724,UAE,Debris,1960,16411.73,MEO,Inactive
1725,Canada,Debris,1965,24392.88,GEO,Inactive
1726,Germany,Debris,1993,1504.89,LEO,Active
1727,China,Debris,1980,20596.24,GEO,Inactive
1728,France,Rocket Body,1970,17533.97,MEO,Active
1729,Japan,Debris,1985,29853.6,GEO,Active
1730,Israel,Rocket Body,1975,15951.51,MEO,Inactive
1731,India,Rocket Body,1987,4521.79,MEO,Active
1732,China,Debris,1975,24336.92,GEO,Inactive
1733,UAE,Debris,1963,1760.82,LEO,Active
1734,Japan,Payload,2014,10557.68,MEO,Active
1735,Canada,Payload,1993,26326.92,GEO,Active
1736,Japan,Debris,1994,32237.49,GEO,Active
1737,Russia,Payload,1986,24327.04,GEO,Inactive
1738,Italy,Payload,1965,11580.64,MEO,Active
1739,Australia,Debris,2024,11945.62,MEO,Inactive
1740,Brazil,Debris,1984,3224.25,MEO,Active
1741,France,Payload,1964,19079.78,MEO,Active
1742,China,Payload,1962,12883.12,MEO,Active
1743,China,Debris,1982,29076.44,GEO,Inactive
1744,Brazil,Payload,1963,28139.82,GEO,Inactive
1745,Australia,Payload,1976,22874.45,GEO,Active
1746,Israel,Debris,2019,25333.66,GEO,Inactive
1747,Italy,Rocket Body,1960,6040.79,MEO,Inactive
1748,Italy,Debris,1963,13475.14,MEO,Inactive
1749,Italy,Payload,1977,32971.28,GEO,Inactive
1750,India,Debris,1982,35536.69,GEO,Active
1751,China,Payload,1967,33079.79,GEO,Active
1752,China,Payload,2010,25039.77,GEO,Inactive
1753,Japan,Payload,1994,27457.69,GEO,Inactive
1754,Japan,Debris,1985,25560.27,GEO,Active
1755,Italy,Debris,1991,2516.89,MEO,Inactive
1756,India,Payload,1987,31294.58,GEO,Active
1757,China,Payload,2025,8986.9,MEO,Inactive
1758,Canada,Payload,2016,35667.61,GEO,Active
1759,Italy,Payload,1970,26214.9,GEO,Inactive
1760,China,Debris,2013,34488.63,GEO,Active
1761,Germany,Rocket Body,1963,26815.47,GEO,Inactive
1762,Russia,Debris,2021,31192.38,GEO,Inactive
1763,Germany,Debris,1993,8318.0,MEO,Active
1764,UAE,Payload,1989,14095.3,MEO,Inactive
1765,Israel,Payload,1984,8080.62,MEO,Active
1766,Germany,Payload,1995,24811.37,GEO,Active
1767,United States,Payload,1989,13017.76,MEO,Inactive
1768,Russia,Payload,1961,34017.15,GEO,Inactive
1769,Japan,Rocket Body,1990,33871.04,GEO,Inactive
1770,Italy,Debris,2002,12268.74,MEO,Inactive
1771,Canada,Payload,1979,22257.38,GEO,Inactive
1772,Germany,Rocket Body,1977,6052.96,MEO,Inactive
1773,China,Payload,2016,30608.12,GEO,Active
1774,Japan,Payload,1961,25862.8,GEO,Inactive
1775,United States,Debris,2012,6093.94,MEO,Active
1776,United Kingdom,Debris,2005,7190.95,MEO,Active
1777,Japan,Payload,2002,28270.23,GEO,Inactive
1778,Russia,Payload,1975,29447.82,GEO,Inactive
1779,UAE,Rocket Body,1980,15053.84,MEO,Inactive
1780,Japan,Debris,1989,17453.11,MEO,Active
1781,Italy,Debris,1998,20260.53,GEO,Inactive
1782,Japan,Payload,2008,2892.14,MEO,Active
1783,Australia,Debris,1998,1710.18,LEO,Active
1784,Australia,Payload,2017,11093.14,MEO,Active
1785,Brazil,Debris,1987,31652.0,GEO,Active
1786,Brazil,Debris,1973,12910.18,MEO,Active
1787,Japan,Rocket Body,1997,4007.82,MEO,Active
1788,Israel,Payload,1964,6122.89,MEO,Inactive
1789,South Korea,Debris,1989,27325.66,GEO,Active
1790,Japan,Debris,2014,11354.63,MEO,Active
1791,China,Debris,1989,22753.81,GEO,Inactive
1792,UAE,Payload,1984,11945.23,MEO,Active
1793,France,Debris,1971,7788.09,MEO,Active
1794,France,Debris,2015,15012.65,MEO,Inactive
1795,United Kingdom,Payload,1983,26875.69,GEO,Inactive
1796,Japan,Payload,1998,34201.97,GEO,Active
1797,Canada,Payload,2001,6591.88,MEO,Active
1798,Australia,Payload,2023,16641.43,MEO,Active
1799,Brazil,Payload,1984,26366.51,GEO,Inactive
1800,Germany,Debris,2019,22057.48,GEO,Active
1801,United Kingdom,Payload,1979,18188.66,MEO,Inactive
1802,France,Debris,2020,6496.03,MEO,Inactive
1803,Canada,Debris,1997,26927.24,GEO,Inactive
1804,South Korea,Payload,2013,17108.4,MEO,Inactive
1805,Italy,Rocket Body,1996,16612.46,MEO,Inactive
1806,Russia,Payload,1968,17895.18,MEO,Active
1807,Brazil,Payload,2015,21528.3,GEO,Active
1808,South Korea,Rocket Body,1992,884.83,LEO,Active
1809,Japan,Debris,1967,25053.05,GEO,Inactive
1810,Brazil,Payload,1984,16041.31,MEO,Inactive
1811,Germany,Payload,2016,25610.51,GEO,Active
1812,Russia,Rocket Body,1975,30766.81,GEO,Inactive
1813,Germany,Debris,1989,12744.81,MEO,Inactive
1814,Germany,Debris,1975,14462.51,MEO,Inactive
1815,Italy,Payload,1968,19102.28,MEO,Active
1816,Japan,Payload,1988,35849.91,GEO,Inactive
1817,Japan,Payload,1968,2630.85,MEO,Active
1818,Germany,Payload,1963,19090.07,MEO,Active
1819,UAE,Debris,1973,34325.46,GEO,Inactive
1820,United States,Payload,1969,12698.6,MEO,Inactive
1821,India,Payload,2002,34622.03,GEO,Active
1822,France,Rocket Body,1994,29466.46,GEO,Inactive
1823,United States,Rocket Body,1976,8216.82,MEO,Active
1824,Japan,Debris,1998,640.37,LEO,Inactive
1825,Germany,Payload,1966,1307.7,LEO,Inactive
1826,Canada,Debris,2010,24839.36,GEO,Inactive
1827,Italy,Payload,2008,3278.94,MEO,Active
1828,Germany,Debris,1963,6369.73,MEO,Inactive
1829,Italy,Rocket Body,2022,3973.41,MEO,Inactive
1830,France,Debris,2023,20408.18,GEO,Active
1831,UAE,Rocket Body,2017,15929.93,MEO,Inactive
1832,Israel,Payload,2008,4535.15,MEO,Active
1833,Brazil,Payload,1968,4984.5,MEO,Inactive
1834,Russia,Payload,2017,3715.54,MEO,Active
1835,United Kingdom,Payload,1990,33390.2,GEO,Inactive
1836,Italy,Payload,2020,29745.44,GEO,Active
1837,Israel,Payload,1969,3994.1,MEO,Inactive
1838,China,Payload,2018,34204.66,GEO,Active
1839,Australia,Debris,1975,17701.81,MEO,Active
1840,Canada,Payload,2023,30075.8,GEO,Inactive
1841,Germany,Payload,2025,6113.53,MEO,Inactive
1842,Brazil,Payload,2004,20709.66,GEO,Active
1843,Russia,Debris,1996,30081.8,GEO,Inactive
1844,United Kingdom,Debris,1963,35886.42,GEO,Inactive
1845,India,Payload,2011,33479.06,GEO,Active
1846,Canada,Payload,1986,19402.09,MEO,Active
1847,India,Payload,1996,27387.75,GEO,Active
1848,South Korea,Debris,1994,21688.23,GEO,Active
1849,Germany,Payload,1991,19715.63,MEO,Inactive
1850,Russia,Payload,1969,3831.57,MEO,Active
1851,United Kingdom,Payload,1962,31928.65,GEO,Active
1852,Israel,Payload,2002,10619.37,MEO,Active
1853,Italy,Debris,2003,317.41,LEO,Active
1854,India,Rocket Body,1985,32838.96,GEO,Inactive
1855,South Korea,Payload,2004,6837.85,MEO,Inactive
1856,United States,Payload,1989,1032.57,LEO,Inactive
1857,Brazil,Payload,1963,10118.78,MEO,Active
1858,United States,Payload,1995,23910.57,GEO,Inactive
1859,Israel,Payload,2021,18136.62,MEO,Active
1860,Italy,Debris,1960,17057.23,MEO,Inactive
1861,United States,Debris,1977,21152.44,GEO,Active
1862,Russia,Debris,1981,15777.37,MEO,Active
1863,Italy,Payload,1969,2244.04,MEO,Active
1864,UAE,Debris,2021,10866.05,MEO,Active
1865,United States,Rocket Body,1970,1110.65,LEO,Active
1866,UAE,Debris,1988,5577.8,MEO,Active
1867,France,Debris,1969,31247.18,GEO,Inactive
1868,Australia,Debris,1971,22410.48,GEO,Active
1869,Japan,Payload,1961,18866.8,MEO,Active
1870,Japan,Debris,1995,30819.52,GEO,Inactive
1871,India,Debris,2000,19181.24,MEO,Inactive
1872,Brazil,Debris,1964,9026.8,MEO,Active
1873,India,Rocket Body,1993,15355.45,MEO,Active
1874,China,Payload,2015,30155.79,GEO,Active
1875,Israel,Debris,2008,20300.58,GEO,Inactive
1876,China,Payload,2010,12002.37,MEO,Active
1877,Brazil,Payload,1967,33528.18,GEO,Active
1878,India,Rocket Body,1981,31932.23,GEO,Active
1879,Japan,Debris,2013,33887.61,GEO,Active
1880,Russia,Debris,1971,2917.26,MEO,Inactive
1881,Germany,Payload,1987,23088.95,GEO,Inactive
1882,Japan,Payload,2005,17128.79,MEO,Inactive
1883,Canada,Debris,1975,21858.97,GEO,Active
1884,United Kingdom,Payload,2011,19127.69,MEO,Active
1885,Israel,Payload,1992,31541.39,GEO,Inactive
1886,Canada,Payload,2012,22711.68,GEO,Active
1887,Russia,Rocket Body,1971,34228.18,GEO,Inactive
1888,Russia,Payload,2003,5258.8,MEO,Active
1889,Australia,Debris,1994,9828.35,MEO,Active
1890,South Korea,Payload,1971,7213.25,MEO,Inactive
1891,Australia,Payload,1980,7849.84,MEO,Inactive
1892,United States,Payload,1973,12888.88,MEO,Active
1893,Japan,Debris,2022,29133.9,GEO,Inactive
1894,France,Debris,1980,21706.72,GEO,Active
1895,Italy,Rocket Body,2008,25002.72,GEO,Inactive
1896,Russia,Payload,1972,10607.3,MEO,Inactive
1897,Canada,Debris,2015,15509.48,MEO,Active
1898,India,Debris,1975,22148.04,GEO,Active
1899,Israel,Payload,1978,35064.33,GEO,Active
1900,Russia,Payload,1987,5625.43,MEO,Inactive
1901,Japan,Rocket Body,1988,33202.32,GEO,Inactive
1902,South Korea,Debris,1965,35809.68,GEO,Inactive
1903,China,Payload,1966,29557.78,GEO,Active
1904,Australia,Debris,1969,13955.55,MEO,Inactive
1905,Japan,Rocket Body,1990,27436.13,GEO,Inactive
1906,India,Rocket Body,1973,35926.06,GEO,Active
1907,India,Rocket Body,1968,15200.39,MEO,Inactive
1908,China,Debris,1980,4272.3,MEO,Inactive
1909,Australia,Debris,1964,24717.62,GEO,Active
1910,Australia,Debris,2001,23404.11,GEO,Active
1911,Italy,Debris,2005,17240.41,MEO,Inactive
1912,Italy,Debris,1995,8211.64,MEO,Inactive
1913,Brazil,Payload,1965,32757.27,GEO,Active
1914,Russia,Debris,1974,24957.93,GEO,Inactive
1915,South Korea,Payload,1982,20732.58,GEO,Active
1916,Japan,Payload,1984,21600.33,GEO,Active
1917,Germany,Debris,1979,12488.68,MEO,Active
1918,United Kingdom,Payload,1973,984.62,LEO,Active
1919,UAE,Payload,1964,34370.08,GEO,Inactive
1920,Israel,Debris,1993,17393.39,MEO,Active
1921,United Kingdom,Debris,1996,4249.36,MEO,Active
1922,India,Debris,1978,23311.3,GEO,Active
1923,India,Payload,2001,33540.27,GEO,Inactive
1924,United Kingdom,Payload,2019,17782.7,MEO,Inactive
1925,Australia,Payload,2022,26897.01,GEO,Active
1926,Italy,Payload,2009,2101.17,MEO,Active
1927,Australia,Payload,1979,15300.93,MEO,Inactive
1928,China,Debris,1996,34688.61,GEO,Inactive
1929,India,Debris,1983,31637.19,GEO,Inactive
1930,Australia,Payload,2017,16395.45,MEO,Active
1931,Australia,Payload,1967,16353.39,MEO,Inactive
1932,Japan,Rocket Body,1995,26575.51,GEO,Inactive
1933,United States,Debris,1967,10465.19,MEO,Inactive
1934,UAE,Payload,1996,25986.0,GEO,Active
1935,China,Debris,2001,17042.61,MEO,Inactive
1936,Australia,Payload,1978,11297.57,MEO,Active
1937,Japan,Rocket Body,1974,28087.49,GEO,Active
1938,United States,Debris,1964,21081.34,GEO,Inactive
1939,South Korea,Payload,1978,11327.2,MEO,Active
1940,France,Payload,1997,3158.69,MEO,Inactive
1941,Japan,Debris,2010,1756.54,LEO,Inactive
1942,Italy,Rocket Body,1996,29110.38,GEO,Active
1943,United States,Payload,2000,13814.73,MEO,Active
1944,United Kingdom,Debris,1989,23648.21,GEO,Inactive
1945,Canada,Payload,1972,16364.73,MEO,Inactive
1946,India,Debris,1994,30905.69,GEO,Inactive
1947,United States,Debris,1988,23033.46,GEO,Active
1948,Russia,Rocket Body,1996,10000.12,MEO,Active
1949,Israel,Debris,2014,9386.53,MEO,Inactive
1950,Canada,Payload,1977,32057.42,GEO,Active
1951,South Korea,Debris,2014,10945.55,MEO,Inactive
1952,Italy,Debris,1970,21491.89,GEO,Active
1953,South Korea,Payload,1990,35927.17,GEO,Active
1954,Germany,Payload,2004,1852.72,LEO,Inactive
1955,Russia,Debris,1994,12715.96,MEO,Inactive
1956,Italy,Rocket Body,1973,30737.11,GEO,Active
1957,Israel,Payload,1985,29224.0,GEO,Inactive
1958,France,Payload,1992,29628.34,GEO,Active
1959,Russia,Payload,2015,18295.26,MEO,Active
1960,UAE,Rocket Body,2016,25016.89,GEO,Inactive
1961,France,Debris,2020,14928.26,MEO,Inactive
1962,Canada,Debris,2025,17711.72,MEO,Active
1963,Canada,Debris,2002,7513.75,MEO,Active
1964,Russia,Payload,2000,32027.8,GEO,Active
1965,United Kingdom,Payload,2005,30157.32,GEO,Active
1966,Russia,Payload,2011,16726.29,MEO,Active
1967,Canada,Payload,1968,33320.85,GEO,Active
1968,Australia,Payload,2013,4038.6,MEO,Inactive
1969,United States,Payload,2000,14258.37,MEO,Inactive
1970,India,Debris,1983,7979.7,MEO,Active
1971,Germany,Debris,1969,1044.97,LEO,Inactive
1972,India,Payload,2017,23300.19,GEO,Active
1973,Australia,Payload,1993,29556.66,GEO,Active
1974,Israel,Debris,1995,30048.65,GEO,Inactive
1975,China,Payload,1990,21055.05,GEO,Inactive
1976,Italy,Payload,2021,10817.62,MEO,Active
1977,Canada,Payload,2024,4706.81,MEO,Active
1978,Israel,Debris,2017,13148.14,MEO,Inactive
1979,France,Payload,1984,28722.06,GEO,Active
1980,United Kingdom,Debris,2010,19226.31,MEO,Active
1981,Brazil,Rocket Body,1970,33691.87,GEO,Active
1982,Brazil,Payload,1966,20561.79,GEO,Inactive
1983,Canada,Payload,2014,16691.15,MEO,Inactive
1984,South Korea,Payload,1998,31640.96,GEO,Inactive
1985,Australia,Rocket Body,1991,29149.46,GEO,Inactive
1986,Italy,Payload,2002,28598.51,GEO,Active
1987,France,Payload,1966,21297.45,GEO,Active
1988,United States,Payload,2014,27353.76,GEO,Active
1989,Canada,Payload,1962,21454.27,GEO,Active
1990,South Korea,Payload,2017,16336.21,MEO,Active
1991,China,Debris,1980,32316.3,GEO,Inactive
1992,UAE,Payload,1978,17792.85,MEO,Active
1993,India,Debris,1990,8638.64,MEO,Inactive
1994,France,Payload,1961,35696.1,GEO,Active
1995,UAE,Payload,2021,5938.24,MEO,Inactive
1996,Brazil,Payload,1980,11423.63,MEO,Active
1997,Brazil,Debris,2016,30059.21,GEO,Inactive
1998,China,Rocket Body,1966,12409.0,MEO,Inactive
1999,China,Payload,1967,5801.79,MEO,Active
2000,France,Debris,1972,19725.24,MEO,Active
2001,Russia,Debris,2005,28598.12,GEO,Active
2002,France,Debris,1989,3985.02,MEO,Active
2003,France,Payload,1996,31703.92,GEO,Inactive
2004,Brazil,Payload,1989,34016.35,GEO,Inactive
2005,Italy,Payload,1975,4224.58,MEO,Inactive
2006,Italy,Payload,2010,17240.68,MEO,Active
2007,United States,Debris,2015,32436.43,GEO,Active
2008,Germany,Payload,1995,24902.23,GEO,Active
2009,Australia,Debris,1970,30410.38,GEO,Inactive
2010,India,Rocket Body,1995,35315.28,GEO,Inactive
2011,Brazil,Payload,1989,30358.93,GEO,Active
2012,Israel,Payload,1994,25857.84,GEO,Active
2013,UAE,Debris,1990,29223.94,GEO,Inactive
2014,India,Debris,2002,7361.35,MEO,Inactive
2015,UAE,Payload,1969,18952.25,MEO,Active
2016,UAE,Payload,2008,7950.36,MEO,Active
2017,South Korea,Debris,2000,6135.63,MEO,Inactive
2018,Japan,Payload,1980,4294.06,MEO,Inactive
2019,United States,Debris,1993,22912.56,GEO,Inactive
2020,UAE,Payload,1997,35331.62,GEO,Active
2021,Germany,Debris,1997,22494.91,GEO,Active
2022,Canada,Debris,2011,15459.72,MEO,Active
2023,Australia,Debris,1994,20434.43,GEO,Inactive
2024,UAE,Debris,1961,11541.27,MEO,Inactive
2025,Germany,Payload,1997,35366.38,GEO,Active
2026,South Korea,Payload,2015,26070.01,GEO,Active
2027,India,Payload,1996,34559.34,GEO,Active
2028,Australia,Payload,1997,27902.3,GEO,Active
2029,UAE,Rocket Body,2004,6658.65,MEO,Inactive
2030,South Korea,Payload,2023,18616.67,MEO,Inactive
2031,Italy,Debris,1962,6641.99,MEO,Active
2032,Brazil,Payload,2020,31735.05,GEO,Inactive
2033,Canada,Debris,2022,7628.26,MEO,Active
2034,Italy,Payload,1995,28917.63,GEO,Inactive
2035,Japan,Debris,1964,32006.17,GEO,Inactive
2036,France,Debris,1971,3159.71,MEO,Active
2037,Japan,Debris,1988,19073.31,MEO,Inactive
2038,United States,Payload,2019,26669.28,GEO,Active
2039,South Korea,Payload,2004,16665.01,MEO,Inactive
2040,Italy,Payload,1984,8606.08,MEO,Inactive
2041,Japan,Rocket Body,1996,5950.49,MEO,Active
2042,South Korea,Rocket Body,2007,8257.82,MEO,Active
2043,South Korea,Payload,1981,24020.4,GEO,Active
2044,UAE,Debris,1960,6445.09,MEO,Inactive
2045,Israel,Rocket Body,1978,19441.78,MEO,Active
2046,United States,Payload,1977,34040.24,GEO,Active
2047,Russia,Payload,1978,1282.62,LEO,Active
2048,Brazil,Debris,1972,16231.01,MEO,Inactive
2049,Japan,Payload,2002,18552.77,MEO,Active
2050,Russia,Debris,2015,34124.62,GEO,Active
2051,Japan,Payload,2017,35652.49,GEO,Inactive
2052,Japan,Rocket Body,2012,5669.08,MEO,Active
2053,China,Payload,1984,11236.29,MEO,Active
2054,Australia,Debris,2013,3192.09,MEO,Active
2055,Australia,Debris,1988,30339.86,GEO,Active
2056,South Korea,Payload,1978,13121.05,MEO,Active
2057,India,Debris,1992,21687.6,GEO,Active
2058,France,Debris,2016,16278.04,MEO,Inactive
2059,United States,Payload,2010,25898.01,GEO,Active
2060,South Korea,Payload,1987,31598.59,GEO,Active
2061,Canada,Debris,1973,8981.36,MEO,Active
2062,France,Debris,1983,29033.76,GEO,Inactive
2063,China,Rocket Body,1969,4357.86,MEO,Active
2064,France,Rocket Body,1994,2169.54,MEO,Inactive
2065,Russia,Rocket Body,1981,26204.36,GEO,Inactive
2066,UAE,Payload,2021,14643.39,MEO,Active
2067,Russia,Payload,1976,21556.07,GEO,Active
2068,Italy,Debris,1966,22404.74,GEO,Active
2069,Japan,Debris,1999,3866.22,MEO,Inactive
2070,Japan,Debris,1983,21164.21,GEO,Inactive
2071,Israel,Payload,1968,30948.27,GEO,Inactive
2072,Australia,Rocket Body,1985,32863.0,GEO,Inactive
2073,Japan,Rocket Body,2006,32935.86,GEO,Active
2074,UAE,Debris,2007,21567.34,GEO,Active
2075,India,Debris,1961,33435.88,GEO,Inactive
2076,United Kingdom,Rocket Body,1982,26851.8,GEO,Active
2077,United States,Payload,2010,15303.78,MEO,Inactive
2078,South Korea,Debris,1982,1381.85,LEO,Active
2079,United Kingdom,Payload,1962,6738.16,MEO,Active
2080,Brazil,Debris,1975,3893.53,MEO,Active
2081,United States,Debris,2011,24439.71,GEO,Inactive
2082,Brazil,Debris,2018,9172.34,MEO,Inactive
2083,United States,Debris,1983,10717.48,MEO,Inactive
2084,Brazil,Payload,1981,29221.77,GEO,Active
2085,UAE,Payload,1961,12927.33,MEO,Active
2086,UAE,Payload,1994,23135.27,GEO,Active
2087,Brazil,Payload,2020,30027.61,GEO,Active
2088,UAE,Rocket Body,2014,20666.58,GEO,Active
2089,France,Debris,2006,29707.63,GEO,Inactive
2090,China,Debris,1971,29317.64,GEO,Active
2091,India,Debris,1978,31158.63,GEO,Active
2092,United Kingdom,Payload,1990,30113.94,GEO,Active
2093,France,Payload,2023,6884.97,MEO,Active
2094,Australia,Payload,1971,32427.1,GEO,Active
2095,United Kingdom,Payload,2014,967.29,LEO,Inactive
2096,China,Payload,2016,846.97,LEO,Active
2097,South Korea,Debris,1963,5641.68,MEO,Inactive
2098,UAE,Debris,2007,2805.93,MEO,Active
2099,Israel,Payload,2020,34967.27,GEO,Inactive
2100,UAE,Debris,1983,23753.94,GEO,Active
2101,Brazil,Payload,1980,35593.49,GEO,Inactive
2102,Canada,Debris,1994,19510.63,MEO,Inactive
2103,Russia,Debris,1979,23829.6,GEO,Active
2104,Japan,Payload,1968,15367.43,MEO,Active
2105,United States,Debris,2009,12223.84,MEO,Active
2106,Italy,Debris,1989,15436.86,MEO,Inactive
2107,Japan,Debris,1979,23008.38,GEO,Active
2108,UAE,Payload,2001,3015.87,MEO,Inactive
2109,United Kingdom,Debris,1981,2220.9,MEO,Active
2110,Brazil,Rocket Body,1993,11248.8,MEO,Active
2111,China,Rocket Body,1998,9276.28,MEO,Active
2112,UAE,Payload,1979,9940.79,MEO,Active
2113,United States,Payload,2020,13328.94,MEO,Active
2114,United Kingdom,Payload,1997,9253.82,MEO,Inactive
2115,Germany,Payload,1993,33982.3,GEO,Active
2116,Israel,Debris,1985,20892.23,GEO,Inactive
2117,United Kingdom,Payload,1977,9328.96,MEO,Active
2118,Brazil,Debris,2020,34897.15,GEO,Active
2119,Israel,Payload,1998,27929.11,GEO,Active
2120,UAE,Debris,2003,29068.95,GEO,Inactive
2121,China,Payload,1978,33196.97,GEO,Inactive
2122,Australia,Debris,2004,28374.97,GEO,Inactive
2123,South Korea,Rocket Body,2022,6721.46,MEO,Active
2124,Germany,Debris,1986,27955.16,GEO,Active
2125,Italy,Payload,1979,34253.86,GEO,Inactive
2126,Italy,Payload,1966,1707.53,LEO,Active
2127,Italy,Payload,1969,34255.41,GEO,Active
2128,France,Payload,1978,19948.29,MEO,Active
2129,Japan,Rocket Body,1984,33922.23,GEO,Inactive
2130,Germany,Payload,1998,34775.65,GEO,Active
2131,United States,Debris,2011,16122.74,MEO,Active
2132,India,Debris,2021,22581.52,GEO,Inactive
2133,Brazil,Rocket Body,1992,15928.52,MEO,Inactive
2134,Italy,Payload,2021,18905.58,MEO,Inactive
2135,France,Rocket Body,1972,16726.06,MEO,Active
2136,India,Payload,1978,16001.25,MEO,Active
2137,UAE,Payload,2015,1416.95,LEO,Active
2138,Canada,Debris,2018,19918.8,MEO,Active
2139,Canada,Payload,2021,22737.35,GEO,Inactive
2140,Japan,Payload,1965,2390.1,MEO,Active
2141,Canada,Debris,1971,29503.2,GEO,Active
2142,Italy,Rocket Body,2005,32554.75,GEO,Active
2143,Germany,Debris,1978,2990.7,MEO,Active
2144,Brazil,Payload,1996,10813.2,MEO,Active
2145,China,Rocket Body,1961,9541.66,MEO,Active
2146,China,Debris,2009,22482.34,GEO,Inactive
2147,Canada,Payload,1997,35402.67,GEO,Active
2148,Australia,Rocket Body,1971,26086.88,GEO,Active
2149,Germany,Payload,1966,23747.54,GEO,Inactive
2150,Australia,Debris,1990,21158.57,GEO,Inactive
2151,United States,Payload,1967,4184.81,MEO,Active
2152,United Kingdom,Payload,1962,16685.92,MEO,Inactive
2153,Germany,Debris,2011,28073.15,GEO,Active
2154,Japan,Debris,1964,2010.35,MEO,Active
2155,United States,Payload,1971,35999.57,GEO,Active
2156,South Korea,Payload,1972,26754.5,GEO,Active
2157,UAE,Debris,2025,20550.96,GEO,Active
