id,country,object_type,launch_year,growth_year,altitude_km,min_altitude_km,max_altitude_km,orbit_type,status,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40
914,France,Payload,2018,2018,1928.59,1917.78,1974.07,LEO,Inactive,362.95,724.56,438.61,641.34,29.56,173.14,7.6,465.29,657.12,213.19,722.85,707.37,458.95,944.51,434.74,565.23,78.76,155.27,949.43,418.56,952.37,100.26,954.43,476.24,217.25,657.92,413.04,511.9,82.33,195.14,242.54,469.09,638.88,275.48,547.08,345.97,82.35,919.48,428.08,981.29
915,United Kingdom,Rocket Body,2012,2012,24775.07,24725.75,24821.01,GEO,Inactive,676.09,147.03,140.23,747.04,490.88,23.4,140.52,286.65,205.81,242.73,160.53,172.11,736.01,253.55,307.02,876.16,770.98,905.48,63.13,576.23,658.62,599.58,137.92,887.93,28.48,145.86,147.27,295.47,391.72,166.83,469.44,825.91,98.49,204.56,422.34,592.73,375.99,425.33,63.09,324.6
916,Russia,Rocket Body,1991,1991,26272.56,26231.15,26296.24,GEO,Active,602.94,115.09,575.78,850.73,146.67,350.08,900.67,175.2,613.94,507.42,338.69,436.22,571.79,888.45,188.19,475.85,146.43,954.31,109.65,499.69,326.91,962.92,349.87,449.93,871.81,605.03,575.06,153.89,326.41,313.62,823.94,261.01,96.76,581.96,271.28,781.01,899.7,618.18,168.19,753.52
917,Italy,Debris,2009,2009,10054.53,10035.91,10082.22,MEO,Inactive,191.45,832.64,827.17,705.13,25.05,612.61,957.27,481.89,493.35,573.46,494.7,52.97,787.74,371.45,565.29,76.47,659.6,672.97,277.79,404.4,580.54,804.12,236.22,221.64,41.71,603.58,97.39,840.84,633.61,157.05,497.32,8.2,436.58,774.61,46.23,680.52,166.77,49.37,521.49,212.66
918,Japan,Payload,2002,2002,26728.4,26705.66,26750.96,GEO,Active,659.37,75.16,688.32,734.08,428.6,670.0,573.74,76.99,172.38,789.2,958.99,725.83,551.05,744.81,697.23,933.35,85.46,236.81,998.8,626.56,853.94,279.62,298.9,73.13,924.21,77.7,432.02,156.83,186.93,175.03,571.18,27.49,689.19,261.26,810.26,914.01,698.8,774.38,871.59,437.25
919,UAE,Debris,2021,2021,29389.12,29354.37,29400.72,GEO,Inactive,356.71,133.87,76.28,732.42,20.63,340.52,508.28,620.26,718.95,347.92,490.11,964.77,177.13,540.07,485.13,4.93,868.41,19.68,122.77,604.05,542.84,452.64,950.65,397.34,364.12,258.08,8.94,86.29,63.53,327.15,926.74,202.24,92.46,503.95,752.72,234.05,946.49,271.52,680.24,175.09
920,Italy,Payload,1994,1994,2885.66,2872.08,2933.92,MEO,Inactive,320.76,365.61,423.99,225.67,50.63,314.45,993.53,976.55,80.97,994.65,671.38,905.74,463.61,998.16,145.67,237.69,998.01,188.56,65.07,925.12,405.99,924.79,696.82,323.15,555.54,566.88,708.14,581.79,294.22,835.04,145.1,574.53,377.45,403.7,295.76,167.83,979.22,361.13,88.61,632.25
921,Italy,Rocket Body,2014,2014,11571.31,11526.23,11593.18,MEO,Inactive,816.37,868.6,383.75,420.33,804.38,567.31,280.78,69.96,929.24,126.98,717.67,898.37,530.19,393.99,542.26,777.13,11.33,910.57,58.16,494.46,284.96,941.95,817.59,756.66,352.81,147.14,959.05,184.26,338.94,442.83,49.63,2.1,82.13,469.93,792.44,818.73,825.24,731.05,194.27,619.46
922,South Korea,Rocket Body,1994,1994,12805.79,12767.78,12818.23,MEO,Inactive,304.16,87.8,582.31,427.67,527.2,136.54,354.75,503.38,113.79,567.7,159.41,431.61,333.9,103.34,616.63,361.29,330.0,399.62,369.62,901.97,785.46,11.68,736.41,580.52,313.83,707.37,499.04,626.63,437.51,972.98,124.51,499.09,611.06,686.54,687.48,658.84,338.75,716.55,494.36,191.3
923,Israel,Rocket Body,2012,2012,7854.68,7848.66,7872.64,MEO,Inactive,793.57,320.57,648.54,636.02,257.78,23.55,28.19,928.36,703.25,511.84,345.0,718.01,400.47,265.02,841.46,817.09,578.56,861.08,778.06,528.75,893.69,135.83,498.55,803.49,610.02,283.76,524.26,172.8,187.29,978.68,968.59,139.11,88.37,515.45,156.29,245.59,879.82,337.64,276.63,694.41
924,Japan,Debris,1998,1998,1845.2,1836.64,1879.38,LEO,Active,360.57,844.38,68.13,284.68,964.9,886.41,842.38,753.83,526.38,699.25,980.89,987.87,38.29,78.72,750.21,94.86,949.03,559.63,468.97,747.04,877.45,316.25,264.8,31.5,996.12,668.03,133.47,309.84,904.88,358.42,121.46,689.78,576.29,203.21,649.26,845.67,7.21,722.61,648.34,832.02
925,Brazil,Payload,1993,1993,33317.89,33301.82,33342.1,GEO,Active,281.11,218.9,349.12,77.62,21.9,665.63,190.07,219.93,422.41,234.17,89.75,860.15,264.53,602.67,209.54,287.83,386.1,771.35,867.07,141.19,996.69,80.97,587.98,588.12,583.76,64.98,496.29,520.18,422.39,490.34,325.13,413.2,189.26,53.86,351.07,887.56,640.13,556.16,511.82,933.61
926,Brazil,Payload,2025,2025,12777.32,12740.41,12787.35,MEO,Inactive,743.63,286.66,22.36,113.92,981.37,689.09,649.4,257.86,317.66,343.42,519.15,750.47,458.77,753.47,554.41,483.33,6.08,799.98,853.27,918.9,272.99,877.28,593.95,668.34,218.05,436.96,605.18,554.33,382.2,221.93,737.36,648.83,292.06,591.76,919.02,749.11,182.68,479.56,121.35,717.8
927,France,Rocket Body,1994,1994,12705.22,12657.36,12712.1,MEO,Active,801.22,616.21,329.48,584.24,14.72,947.27,274.52,678.52,605.42,45.36,113.12,456.31,681.54,866.88,874.54,307.95,964.24,912.45,408.02,420.28,423.84,707.43,791.09,680.1,272.15,626.42,96.67,99.74,49.52,153.64,79.47,40.91,733.84,5.75,752.12,536.33,766.84,229.32,224.47,668.92
928,Japan,Rocket Body,2007,2007,34346.59,34314.76,34348.28,GEO,Inactive,615.73,372.35,943.42,884.36,836.92,135.26,851.78,841.74,8.76,144.51,871.54,432.41,867.91,833.67,413.92,449.72,946.91,720.06,834.28,330.23,508.59,692.96,398.74,157.27,10.06,792.61,156.29,0.73,904.43,792.89,63.84,639.22,445.74,498.2,470.13,768.98,421.47,81.44,535.09,559.66
929,Italy,Payload,1991,1991,22690.72,22689.09,22724.39,GEO,Active,534.16,202.32,505.55,550.72,696.07,496.78,160.06,260.33,662.24,651.45,52.22,269.63,489.35,92.68,242.7,247.54,392.57,302.36,857.51,873.81,482.44,671.91,660.29,328.28,675.73,84.36,936.81,835.61,772.77,602.82,195.5,807.65,412.75,79.24,760.43,94.54,628.09,558.67,628.25,931.94
930,Brazil,Payload,2019,2019,21540.66,21495.73,21589.45,GEO,Active,238.15,609.4,96.94,678.17,357.12,445.74,508.27,258.8,890.65,344.15,128.93,756.75,601.33,703.93,594.78,621.85,357.96,334.46,482.13,806.75,10.33,624.32,285.22,377.06,905.59,808.92,219.22,199.32,612.23,210.21,56.47,243.04,169.91,910.31,855.18,741.22,973.04,490.8,318.41,304.61
931,Australia,Rocket Body,1990,1990,32918.58,32889.31,32961.44,GEO,Inactive,452.03,546.8,567.75,76.72,311.53,483.34,519.96,492.6,635.03,601.84,335.01,575.45,702.16,934.26,360.32,449.12,379.73,644.22,474.74,797.66,812.93,424.96,489.13,619.7,718.31,349.52,763.1,45.05,169.0,558.97,15.81,21.34,972.53,322.63,89.63,14.35,870.82,86.37,662.1,486.49
932,United Kingdom,Debris,2009,2009,22325.36,22282.42,22337.43,GEO,Inactive,152.35,26.96,491.4,231.11,740.82,958.9,858.66,387.57,892.93,149.37,228.1,243.28,424.11,950.82,510.45,916.6,209.21,631.67,16.94,911.65,985.42,249.64,453.27,299.21,935.59,159.18,878.17,942.06,249.19,5.62,830.61,989.88,442.53,371.63,925.62,815.38,657.76,417.69,414.2,401.04
933,Japan,Debris,2006,2006,6857.31,6808.16,6873.71,MEO,Active,392.7,431.44,371.89,766.69,233.3,405.27,412.76,756.82,209.5,836.63,187.0,200.47,319.79,874.6,639.59,625.7,193.42,7.32,468.07,938.51,59.4,141.9,143.51,621.05,741.16,926.21,245.47,67.09,366.59,67.25,879.27,449.49,803.05,875.44,600.7,135.41,632.22,667.17,159.19,758.92
934,China,Payload,1993,1993,8588.2,8574.28,8608.85,MEO,Active,478.07,690.02,926.92,397.51,633.08,822.15,137.62,376.11,642.23,887.85,46.72,73.05,684.97,186.21,426.85,217.29,728.51,994.62,719.72,901.12,403.43,611.7,658.06,83.44,204.82,966.65,943.28,791.23,763.79,681.84,991.98,865.84,133.47,381.43,918.4,330.85,726.25,737.26,866.87,730.87
935,India,Debris,2004,2004,31295.93,31281.48,31303.49,GEO,Inactive,700.2,842.11,770.69,663.37,941.77,315.54,153.22,608.99,529.07,635.35,253.67,515.95,463.04,410.05,116.71,713.94,625.89,96.13,746.33,51.37,563.81,742.65,558.96,118.05,709.76,395.9,357.45,838.99,779.61,518.27,380.4,308.42,87.73,64.59,149.43,918.9,269.81,104.92,299.46,311.48
936,France,Debris,2008,2008,4396.23,4364.65,4429.45,MEO,Inactive,39.42,513.2,48.88,865.68,415.45,355.0,264.08,404.67,929.95,620.89,165.26,705.83,627.41,380.61,461.28,506.16,562.34,619.47,349.25,835.54,696.31,765.83,411.03,157.84,673.51,305.67,673.04,543.1,813.75,25.97,54.4,762.51,497.43,469.76,444.0,775.7,7.87,169.42,575.79,56.18
937,United Kingdom,Debris,2002,2002,34339.71,34311.38,34354.92,GEO,Active,703.18,99.37,19.31,740.99,767.35,937.51,561.88,138.13,570.65,312.75,287.52,143.68,567.69,803.4,417.07,598.95,927.99,757.95,389.59,936.1,135.03,929.9,762.64,166.45,751.27,564.03,807.99,975.19,804.31,92.8,846.74,428.46,727.33,248.36,387.82,2.54,404.25,814.64,1.02,756.06
938,Brazil,Payload,2013,2013,31106.98,31083.53,31123.82,GEO,Inactive,364.17,322.45,200.14,514.31,13.55,666.88,378.04,170.86,664.27,873.1,715.18,881.21,873.19,474.7,611.96,252.52,102.31,387.86,146.83,24.13,854.59,23.1,72.39,176.78,882.28,315.07,408.95,443.39,114.69,173.94,945.91,854.57,599.79,589.25,929.7,174.72,931.1,488.52,535.5,390.09
939,Italy,Payload,2009,2009,20402.93,20376.25,20434.25,GEO,Inactive,836.34,786.61,172.71,892.23,436.26,308.78,775.55,405.6,726.33,690.81,367.03,840.62,40.98,182.48,932.71,199.18,621.96,997.78,516.2,0.18,504.64,774.5,148.79,384.76,309.01,967.08,768.57,623.69,949.1,109.6,965.24,82.21,317.39,498.84,224.86,97.16,70.38,757.35,557.62,94.85
940,China,Payload,2002,2002,9773.9,9769.96,9806.25,MEO,Inactive,514.0,72.39,577.24,377.94,629.13,755.14,831.47,419.76,287.93,755.68,209.07,617.79,707.16,591.01,269.8,556.6,213.3,987.01,563.34,138.39,552.7,272.89,738.91,416.72,715.83,582.97,776.56,762.02,277.14,502.67,450.05,755.78,510.14,25.33,704.59,334.57,510.4,133.69,920.99,590.53
941,Brazil,Payload,1997,1997,35747.15,35710.25,35780.65,GEO,Inactive,286.98,966.35,620.75,638.14,633.94,590.3,336.79,235.76,430.28,665.83,398.43,402.72,656.88,280.15,5.43,44.09,204.7,25.55,247.58,713.5,735.07,817.56,51.48,461.81,610.02,842.29,855.79,532.46,78.38,120.47,305.2,648.47,175.91,27.65,163.91,121.16,565.19,554.59,99.4,382.96
942,Brazil,Rocket Body,2025,2025,26185.36,26162.15,26203.93,GEO,Active,629.81,652.71,591.08,998.68,929.83,893.79,290.85,979.63,882.26,182.56,627.7,603.3,713.06,643.59,334.73,575.03,768.56,569.23,837.67,398.63,669.66,464.34,466.96,130.14,6.36,621.23,272.51,168.92,788.87,222.0,460.67,846.83,676.14,421.41,31.43,391.1,883.42,408.93,119.27,356.47
943,Brazil,Rocket Body,2009,2009,30500.6,30454.53,30538.52,GEO,Inactive,294.77,235.48,491.49,355.79,7.14,305.75,176.76,139.7,83.59,794.72,61.25,912.44,185.79,521.59,207.23,278.43,415.6,242.07,559.17,576.36,118.05,107.14,71.37,437.82,26.7,894.55,729.44,239.96,511.32,458.85,708.66,559.43,11.05,672.41,964.87,548.18,208.7,336.69,217.86,751.7
944,Israel,Payload,2011,2011,23953.67,23903.92,23971.59,GEO,Active,706.55,271.75,604.84,413.69,68.24,948.47,926.48,955.22,923.67,503.86,313.47,188.92,785.31,536.01,230.7,730.45,197.89,634.52,772.07,148.94,175.48,357.29,654.84,376.31,326.46,514.37,438.16,551.37,770.21,751.03,142.24,128.81,864.92,603.46,631.93,251.44,819.51,190.76,112.71,63.97
945,Canada,Payload,2009,2009,3467.53,3440.97,3470.34,MEO,Active,19.09,87.76,565.85,968.34,300.97,780.68,312.6,185.97,12.97,596.1,257.76,739.47,622.26,673.04,757.22,547.01,83.68,620.15,403.4,262.33,192.43,726.87,461.01,547.08,302.16,110.28,364.08,744.03,631.45,471.0,161.32,3.11,381.91,896.67,39.95,684.65,921.56,667.77,288.26,829.18
946,France,Rocket Body,2022,2022,27479.29,27470.4,27505.99,GEO,Active,214.56,13.0,154.37,547.8,839.36,171.21,303.21,561.2,466.89,439.51,533.79,958.3,74.35,805.13,735.08,464.25,467.67,991.03,687.81,616.12,942.13,803.32,376.81,310.96,437.39,771.15,918.0,247.62,142.94,126.32,483.16,461.72,419.33,642.42,679.56,305.25,139.78,268.33,898.38,145.8
947,UAE,Payload,2003,2003,26205.02,26194.28,26234.4,GEO,Active,162.78,602.15,590.44,712.7,929.08,107.2,236.84,397.15,519.21,950.0,390.16,356.44,464.57,945.28,824.8,921.25,766.66,147.84,829.03,392.33,269.98,619.85,129.96,28.43,236.6,543.56,478.48,900.92,569.92,445.99,522.32,363.97,548.19,301.77,919.38,101.04,208.81,248.89,239.69,560.07
948,France,Rocket Body,2012,2012,13850.39,13833.86,13869.26,MEO,Inactive,190.14,401.47,204.6,909.06,81.2,300.63,980.01,70.6,981.7,234.19,451.84,529.19,141.7,578.74,113.02,269.03,513.24,235.86,110.63,203.78,88.25,630.64,789.06,597.87,461.11,526.83,332.6,757.1,863.21,16.06,129.02,127.54,612.17,695.02,405.54,298.29,296.35,785.36,809.7,814.13
949,Brazil,Debris,2008,2008,21312.44,21308.94,21345.35,GEO,Inactive,144.44,764.03,771.48,263.51,868.78,721.16,795.9,760.17,830.83,805.57,258.68,151.54,143.37,917.01,560.25,916.44,363.89,948.5,182.27,200.39,473.74,260.85,345.31,569.24,561.95,706.94,216.07,891.89,984.16,148.58,503.86,303.5,136.22,650.69,620.69,580.48,846.58,456.85,722.65,123.96
950,Japan,Payload,2023,2023,15278.16,15249.39,15305.24,MEO,Inactive,981.55,313.43,302.91,448.55,446.56,29.83,391.36,612.24,328.94,361.49,924.89,990.48,693.21,759.82,190.3,683.06,656.02,729.2,377.1,230.54,368.1,695.8,382.23,560.66,68.68,48.3,577.61,467.73,762.53,393.56,598.0,788.65,672.08,291.03,368.38,962.53,781.99,686.99,567.98,154.93
951,Japan,Debris,2022,2022,3283.2,3248.94,3286.47,MEO,Inactive,705.01,284.68,59.58,25.07,504.57,211.33,607.72,54.37,649.58,986.87,90.61,218.59,520.45,315.87,476.47,930.27,980.25,997.45,515.6,28.1,816.5,686.73,256.35,471.36,205.91,185.48,416.94,405.27,986.25,711.67,986.41,994.13,784.78,454.49,826.56,500.76,195.43,328.5,27.14,483.33
952,United States,Debris,2011,2011,20758.71,20728.29,20774.07,GEO,Active,963.35,152.18,540.05,806.91,480.18,944.24,2.26,309.17,24.35,672.45,871.08,474.12,489.52,330.54,801.02,498.58,555.45,226.89,120.69,710.4,711.98,80.92,385.82,114.98,842.4,653.65,914.72,373.22,410.89,420.78,699.64,734.09,473.59,555.68,106.62,678.08,487.1,629.75,211.29,7.78
953,China,Payload,2016,2016,13567.16,13561.94,13573.05,MEO,Inactive,942.68,728.19,970.05,469.52,844.29,581.29,182.53,429.88,420.31,416.2,368.93,221.41,887.52,139.9,574.99,934.14,646.66,616.35,655.73,978.74,487.0,861.65,645.68,889.8,719.32,644.78,983.56,421.91,298.39,780.35,283.35,821.01,876.29,19.82,720.44,222.92,534.29,764.07,934.81,795.93
954,France,Rocket Body,2022,2022,1678.45,1657.81,1706.47,LEO,Inactive,299.34,138.03,502.63,246.38,778.91,864.66,60.32,769.02,403.21,384.65,659.55,181.85,849.94,981.62,598.55,789.2,691.8,50.21,517.97,142.04,473.47,816.46,569.7,379.54,638.23,999.42,914.19,582.56,311.03,167.63,306.84,369.67,843.25,858.56,602.07,312.75,564.19,874.36,308.86,351.68
955,Canada,Rocket Body,2013,2013,1342.11,1320.76,1384.05,LEO,Active,469.76,311.01,416.8,655.06,360.58,576.81,702.42,416.46,77.54,99.03,506.39,539.77,250.15,527.79,502.87,371.99,525.99,988.17,495.54,74.63,17.76,633.24,637.71,346.42,912.06,456.31,487.82,52.02,490.11,913.0,146.91,400.42,824.02,746.11,299.91,394.47,141.99,95.92,757.79,859.29
956,Brazil,Rocket Body,2017,2017,32487.8,32475.86,32498.06,GEO,Inactive,327.41,675.58,652.78,397.74,825.24,636.25,89.99,53.63,33.53,781.98,672.76,451.15,728.9,335.22,652.11,311.45,87.12,181.01,223.15,432.07,197.89,596.5,644.74,705.35,670.3,90.57,699.49,151.79,655.61,99.64,247.84,525.46,640.68,470.13,132.48,442.14,881.61,652.41,462.99,285.75
957,UAE,Payload,2016,2016,34774.17,34751.97,34803.35,GEO,Inactive,579.94,940.13,220.23,366.89,880.29,863.35,430.82,364.25,679.29,877.99,118.39,92.04,713.79,576.18,507.43,262.0,60.65,325.6,812.89,329.24,256.6,820.16,386.58,11.76,132.44,400.68,153.15,263.68,948.04,543.31,930.9,711.73,599.74,628.17,485.69,550.66,816.44,462.98,464.45,802.88
958,France,Rocket Body,2005,2005,11484.89,11479.77,11495.07,MEO,Inactive,922.4,536.19,903.29,44.74,105.13,86.35,183.71,215.54,642.26,108.33,486.21,337.05,164.36,417.07,812.96,272.62,530.84,443.38,66.18,42.85,705.76,288.88,290.83,587.29,470.68,888.54,901.4,457.07,921.4,371.46,51.49,356.47,477.5,96.14,22.04,491.26,281.55,753.65,493.48,364.49
959,Brazil,Payload,2012,2012,414.53,403.04,444.38,LEO,Active,999.57,48.7,990.41,471.36,521.86,376.28,969.89,760.54,8.52,842.66,526.24,943.06,834.64,476.27,868.62,137.2,429.09,751.55,219.52,453.06,128.28,755.37,201.38,606.66,876.9,978.22,680.05,457.37,279.33,614.1,831.5,1.23,348.21,272.61,688.04,764.17,409.02,640.18,404.6,349.64
960,Japan,Payload,2015,2015,22822.56,22800.54,22858.9,GEO,Inactive,697.89,855.01,862.47,442.38,117.74,205.93,561.73,39.23,164.48,999.55,674.91,393.14,564.26,54.75,824.66,112.1,100.6,988.7,189.45,722.83,12.99,298.08,994.07,521.62,979.45,334.26,237.1,345.53,652.5,713.31,244.37,321.12,687.14,300.52,3.92,233.69,60.72,674.79,364.15,604.21
961,Australia,Rocket Body,2024,2024,26207.69,26183.8,26235.73,GEO,Active,94.31,809.11,921.66,430.28,335.6,73.39,842.33,846.57,518.32,446.64,600.01,286.26,222.03,702.85,212.96,369.23,438.8,368.89,73.6,656.14,187.42,24.64,311.42,942.67,642.88,436.81,83.97,146.95,744.21,863.6,781.5,759.55,253.52,882.8,125.25,744.27,704.4,220.68,119.06,689.83
962,United Kingdom,Payload,2024,2024,1922.71,1921.26,1957.41,LEO,Inactive,80.87,862.13,56.68,525.99,375.64,516.84,82.25,629.31,407.79,484.99,349.72,584.53,120.01,398.12,339.55,449.41,814.0,815.74,315.96,646.62,233.73,988.36,962.4,180.23,892.67,408.57,660.52,24.14,996.68,494.01,594.51,594.36,894.91,6.36,598.85,769.58,666.94,240.81,972.14,198.78
963,Canada,Rocket Body,1992,1992,32987.42,32982.18,33024.82,GEO,Inactive,720.92,506.25,482.54,901.12,111.15,251.61,178.17,46.66,995.9,771.69,885.44,30.51,664.32,534.67,276.79,832.69,0.39,952.89,692.32,775.08,526.16,202.05,89.58,547.24,185.99,281.33,544.2,986.21,60.91,47.85,472.9,112.14,580.49,371.16,329.1,651.32,135.56,758.12,981.68,605.99
964,Russia,Debris,2007,2007,34084.4,34035.3,34091.35,GEO,Inactive,164.12,731.73,205.17,811.69,151.43,142.04,495.15,274.39,661.71,764.73,284.14,921.2,223.74,966.46,770.89,431.63,979.29,189.74,16.23,838.38,900.42,715.95,92.07,512.85,463.28,542.76,453.34,55.59,376.48,118.1,681.54,305.1,281.52,209.53,386.73,636.37,430.62,770.09,650.29,833.73
965,UAE,Payload,2012,2012,10228.67,10197.15,10258.4,MEO,Active,861.68,518.81,832.11,640.7,57.97,342.1,897.7,321.93,561.24,439.6,568.19,810.03,865.12,848.88,801.43,725.5,452.07,782.08,200.03,516.36,14.32,363.28,225.3,256.47,975.29,171.51,696.34,914.01,315.68,50.82,998.78,557.68,152.37,689.81,321.86,241.27,681.7,782.13,765.87,20.23
966,South Korea,Payload,2008,2008,2875.21,2856.67,2882.3,MEO,Inactive,507.28,647.54,304.64,615.82,807.68,410.89,861.55,623.16,875.08,372.58,940.41,573.39,925.97,425.39,834.76,105.5,839.47,642.36,598.94,358.81,77.5,453.79,828.0,569.77,935.39,347.73,851.67,709.94,762.95,233.08,736.23,226.26,162.69,871.15,777.36,208.46,748.82,968.43,499.43,597.23
967,China,Debris,2000,2000,35450.39,35403.08,35451.37,GEO,Active,368.07,211.49,417.55,101.05,847.53,962.73,2.39,361.0,893.13,277.64,765.77,652.46,260.07,323.1,393.27,657.95,660.37,410.51,949.82,907.33,817.73,624.02,106.29,357.17,827.89,307.86,915.95,707.82,417.57,701.69,146.35,36.6,666.23,439.64,785.65,243.27,692.83,431.73,128.59,467.57
968,United States,Rocket Body,2009,2009,11616.41,11587.9,11663.46,MEO,Inactive,124.77,520.19,228.07,356.83,611.55,394.87,238.36,24.49,97.46,266.32,404.67,930.09,43.32,728.91,414.24,876.95,156.16,995.04,790.39,597.88,88.4,505.97,903.23,917.86,851.09,342.28,855.68,350.04,408.44,317.91,14.85,820.09,374.41,264.14,83.33,316.42,222.42,344.58,71.35,683.4
969,Japan,Debris,1998,1998,7766.34,7744.63,7790.07,MEO,Active,331.14,625.69,28.01,310.95,509.46,228.55,24.83,741.01,223.15,71.4,556.38,68.79,635.61,741.11,603.47,403.67,123.34,111.47,393.94,407.19,373.68,109.43,343.34,544.0,557.54,222.52,941.34,397.4,916.62,387.47,612.6,924.39,234.71,701.71,90.14,63.21,389.91,48.1,674.04,904.25
970,United States,Debris,2020,2020,15634.97,15593.8,15637.59,MEO,Inactive,12.68,185.85,874.17,63.41,481.52,22.03,759.64,22.47,271.79,613.58,905.0,692.24,700.28,328.67,577.5,272.7,255.08,15.99,763.13,11.22,280.95,705.61,447.0,169.53,124.72,152.94,672.78,868.58,722.25,368.48,751.87,434.7,771.41,940.84,759.07,809.57,695.25,150.68,695.78,679.9
971,United States,Payload,2019,2019,23900.21,23880.11,23930.52,GEO,Inactive,230.78,556.2,695.39,525.07,773.68,144.28,30.62,0.93,143.47,156.69,186.96,161.8,180.61,576.62,400.75,970.13,33.69,552.17,87.55,788.38,412.0,315.91,657.21,49.91,646.97,855.42,987.92,968.41,889.34,466.54,245.25,507.33,994.87,298.4,706.43,41.21,995.86,917.59,235.53,99.64
972,Australia,Rocket Body,1997,1997,10888.22,10882.16,10901.02,MEO,Inactive,371.93,934.63,988.13,152.34,728.4,448.37,891.56,108.27,731.33,267.48,120.34,470.76,633.66,240.2,507.75,738.81,486.07,792.5,402.18,888.12,778.72,480.37,377.17,712.19,591.15,566.39,864.11,85.68,602.37,538.33,772.18,246.9,712.66,916.56,94.92,403.26,287.24,612.61,171.53,105.0
973,China,Debris,2003,2003,7048.85,7024.42,7085.74,MEO,Active,964.4,210.32,301.93,304.01,448.46,260.75,923.34,212.94,590.63,171.84,205.61,791.85,944.08,656.96,936.05,905.87,311.48,572.63,418.69,103.52,649.48,149.28,139.56,284.9,901.64,489.23,148.57,811.08,630.66,399.66,714.38,271.46,72.62,442.98,404.84,954.61,505.96,865.06,471.34,934.66
974,China,Rocket Body,1999,1999,23157.39,23125.29,23177.2,GEO,Inactive,741.09,307.46,901.04,483.74,147.76,942.79,756.51,582.1,776.89,624.2,192.23,809.13,478.09,883.02,484.45,1.82,704.41,794.03,966.46,520.9,810.49,183.33,779.78,353.16,433.48,916.41,239.77,685.27,685.98,44.88,994.47,915.61,967.37,313.79,502.46,744.34,295.83,747.95,742.13,786.02
975,India,Payload,2022,2022,32990.77,32984.64,33021.51,GEO,Inactive,128.98,52.61,604.56,751.38,45.11,584.28,630.29,898.53,264.75,933.01,16.85,847.26,898.39,14.04,382.14,132.02,887.67,954.21,621.91,633.29,879.16,86.94,314.02,434.96,719.89,825.21,396.93,599.38,107.23,427.86,835.61,656.11,450.39,951.97,640.92,114.65,910.83,793.04,988.58,495.85
976,Australia,Payload,2013,2013,6348.18,6314.34,6363.74,MEO,Active,230.02,570.86,655.77,865.01,884.67,137.72,197.4,864.46,188.32,249.8,247.87,705.86,723.81,370.96,343.91,257.59,617.19,274.38,665.12,32.85,754.44,351.07,2.49,627.39,514.87,778.93,544.53,770.24,837.2,937.94,22.42,18.12,22.21,15.98,298.92,248.28,994.93,261.35,925.97,919.21
977,South Korea,Payload,2011,2011,5126.34,5115.72,5127.11,MEO,Active,613.86,932.06,987.58,865.03,480.87,543.82,425.06,141.34,796.48,503.18,534.94,689.69,271.02,593.1,637.53,397.99,720.86,162.34,456.67,861.58,628.37,324.3,260.69,601.4,815.18,875.54,139.46,728.4,873.17,990.64,625.76,453.22,551.87,832.93,736.21,819.77,803.41,894.79,897.34,823.23
978,Israel,Payload,2023,2023,8759.48,8728.61,8792.69,MEO,Active,411.91,705.32,380.53,917.05,556.87,755.07,735.82,803.76,478.79,118.4,341.6,953.39,421.68,904.43,540.46,192.91,596.27,522.02,121.17,489.87,157.11,133.67,647.79,955.97,922.78,800.29,326.82,554.87,181.57,840.44,39.25,364.83,755.77,280.31,367.51,392.08,536.51,871.29,705.96,398.86
