id,country,object_type,launch_year,altitude_km,orbit_type,status,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43
519,Russia,Debris,1966,13296.89,MEO,Inactive,169.98,889.28,446.95,944.91,818.39,984.25,210.22,350.07,48.13,293.43,47.67,682.5,176.23,186.3,182.54,730.2,68.71,914.5,40.46,55.05,335.87,650.59,292.94,421.59,79.06,284.34,368.68,294.13,187.42,754.3,121.01,271.02,800.99,447.54,476.4,792.95,616.7,383.81,210.78,358.18,461.46,737.09,893.84
520,Israel,Payload,1964,2702.3,MEO,Active,684.61,61.89,318.47,835.99,523.23,631.77,562.16,942.15,169.68,182.31,63.58,44.21,919.46,689.51,553.15,949.94,461.74,770.68,240.78,469.85,474.9,996.12,233.58,184.28,555.89,165.46,186.67,949.44,236.28,597.41,48.15,659.67,130.57,422.73,884.74,615.78,600.52,693.2,649.63,696.36,87.04,734.84,47.81
521,UAE,Debris,2000,27705.56,GEO,Inactive,253.48,472.8,431.07,811.77,469.67,488.44,547.12,331.7,413.03,396.18,487.44,581.9,273.52,633.84,265.55,967.8,40.22,559.45,115.41,31.16,414.25,213.22,877.82,324.06,652.93,435.35,232.85,290.49,11.82,741.49,752.97,808.33,499.25,506.03,859.88,214.24,586.27,402.43,632.57,817.78,534.47,436.05,356.68
522,Russia,Payload,1997,31334.42,GEO,Active,182.77,282.94,383.79,955.21,413.19,816.85,318.58,349.92,530.62,137.08,853.19,860.67,10.71,990.09,305.72,518.8,526.05,104.24,684.22,331.73,634.9,971.71,997.53,733.32,256.78,947.62,123.23,139.62,493.34,451.14,812.31,178.91,102.26,788.97,338.21,672.26,524.32,322.67,652.45,16.77,364.18,329.58,469.72
523,UAE,Debris,2003,27961.76,GEO,Inactive,580.88,245.46,408.48,633.46,442.28,183.85,211.82,606.42,387.32,953.19,394.2,807.43,466.98,653.01,172.41,26.28,88.58,480.47,13.72,891.4,611.48,799.26,641.29,153.85,538.66,465.79,651.35,667.72,251.99,349.27,143.94,948.88,25.82,315.71,342.94,153.85,128.31,24.45,703.19,957.21,933.58,794.99,133.47
524,France,Debris,2003,21592.29,GEO,Active,309.68,410.53,191.57,152.02,464.45,52.94,282.47,818.49,215.43,363.44,507.06,304.35,452.34,552.05,216.6,772.24,722.77,741.35,275.4,403.67,628.79,508.81,745.39,888.84,51.9,218.2,592.41,475.14,151.44,20.05,430.76,155.93,242.06,402.5,342.14,378.53,848.97,559.23,265.99,668.47,884.4,517.89,576.04
525,Brazil,Debris,1974,1225.19,LEO,Inactive,310.33,92.85,47.27,109.88,455.41,323.8,395.69,158.54,98.22,941.94,202.04,120.94,403.91,648.85,113.26,928.91,260.11,278.73,770.26,444.39,507.04,394.67,743.01,82.24,365.99,271.37,780.9,543.38,828.87,746.41,878.38,561.13,17.1,853.33,588.66,454.36,603.51,866.07,417.33,499.91,42.16,993.49,570.59
526,Italy,Debris,1990,6343.97,MEO,Inactive,900.24,618.38,580.0,364.75,12.18,891.07,975.06,361.94,663.97,438.38,0.94,949.32,992.78,601.79,45.48,670.48,115.87,880.27,518.05,333.54,248.29,134.56,497.98,347.85,880.08,966.55,548.93,670.09,314.78,981.31,164.67,574.95,195.79,175.93,542.5,826.55,423.99,541.63,812.88,725.95,164.19,452.84,551.77
527,South Korea,Debris,1964,30932.26,GEO,Inactive,272.69,71.27,301.67,330.48,178.5,740.48,215.8,601.11,663.6,874.28,438.1,990.74,873.76,537.89,490.64,872.52,417.5,489.23,400.9,396.69,651.57,55.21,659.76,485.43,634.13,87.23,182.0,538.92,420.02,952.66,281.63,134.49,605.07,232.38,617.73,29.69,578.89,575.74,412.4,116.57,279.56,6.23,131.96
528,Israel,Payload,2025,17219.68,MEO,Inactive,961.26,530.9,401.08,267.92,642.88,655.71,985.15,889.66,803.88,92.08,88.59,613.36,188.29,479.77,496.14,511.49,905.39,98.39,241.03,459.36,846.4,427.55,444.34,829.82,218.75,101.59,880.45,53.93,493.66,854.55,364.29,771.31,227.92,91.55,939.33,438.72,198.31,769.28,107.68,836.27,465.91,495.09,86.59
529,South Korea,Debris,1973,806.95,LEO,Active,237.58,593.43,88.85,265.13,921.95,395.46,665.8,130.96,44.3,656.39,535.83,470.39,775.37,555.46,92.4,945.81,191.29,843.22,248.78,259.1,170.25,985.3,947.97,178.97,263.48,551.21,795.89,664.09,801.5,505.92,187.37,815.16,905.67,548.97,328.41,871.7,925.85,81.49,32.84,394.6,283.61,58.08,845.8
530,India,Rocket Body,1987,10170.96,MEO,Active,427.76,869.37,57.98,750.3,885.69,743.28,759.71,832.61,147.84,347.3,529.08,486.8,747.52,217.83,61.18,380.12,953.84,94.82,958.12,986.89,628.7,794.25,492.56,764.44,152.38,971.91,926.28,631.84,138.34,777.87,332.61,119.37,414.13,290.05,547.9,7.64,793.69,87.95,554.77,240.77,754.04,849.53,728.43
531,United Kingdom,Debris,2021,6234.08,MEO,Inactive,335.06,379.9,44.89,699.26,715.44,88.02,454.95,208.18,981.17,895.43,40.18,490.26,791.83,257.18,935.46,607.29,962.08,376.73,423.81,421.96,106.28,353.27,431.83,100.87,48.24,606.57,603.34,529.68,496.37,322.93,652.68,590.34,558.94,805.72,379.57,215.97,502.49,320.86,476.05,312.84,33.11,691.2,136.07
532,South Korea,Payload,1968,6284.9,MEO,Active,997.27,317.9,646.76,586.24,30.34,225.14,708.48,459.7,132.48,502.83,602.58,857.3,58.69,702.48,408.4,320.79,784.72,714.45,299.04,648.51,26.02,303.95,181.71,289.83,619.78,447.45,984.46,932.87,416.68,726.74,48.35,35.75,102.18,943.66,85.33,369.66,663.35,760.1,302.23,737.25,323.18,272.14,315.4
533,France,Debris,1973,19057.65,MEO,Inactive,457.85,93.48,159.47,943.7,792.83,941.06,375.14,117.09,878.37,466.78,374.34,336.32,465.89,451.6,670.82,981.18,0.75,900.58,72.85,473.01,302.47,634.0,287.48,753.95,167.59,801.26,117.36,676.43,951.94,197.82,25.79,639.11,696.54,730.32,518.94,579.64,792.08,935.7,109.01,756.96,180.02,504.43,489.59
534,Italy,Rocket Body,1965,19492.04,MEO,Active,552.91,163.75,991.27,87.19,240.28,100.28,570.56,681.74,340.35,927.83,900.39,211.89,980.95,465.86,743.29,816.86,441.42,885.69,314.86,425.19,102.06,894.07,921.04,559.5,998.68,944.25,732.24,557.63,342.05,18.47,871.6,480.99,662.76,434.63,877.66,704.21,106.35,884.86,911.65,225.38,885.37,919.28,529.57
535,Russia,Payload,1996,26668.66,GEO,Inactive,117.04,777.44,264.54,152.47,220.23,527.83,411.88,828.12,335.12,655.55,501.37,222.57,516.82,987.38,95.13,281.72,371.49,65.97,559.49,67.46,805.23,34.2,303.45,104.31,461.86,786.4,935.22,49.61,971.69,34.71,846.68,652.28,682.48,170.37,692.92,938.97,873.72,174.28,926.78,883.31,822.25,745.31,68.09
536,UAE,Rocket Body,1977,34903.91,GEO,Inactive,376.26,957.74,862.87,19.63,433.7,266.13,853.06,955.04,277.44,100.69,819.76,885.73,706.76,798.07,600.53,975.75,545.78,64.25,770.92,391.68,364.62,465.47,386.77,995.89,362.87,168.13,966.26,71.67,517.07,285.03,108.57,637.32,747.37,47.23,165.49,219.84,310.26,24.21,759.09,216.49,840.72,281.61,248.16
537,Russia,Debris,1966,17767.22,MEO,Inactive,506.02,935.2,134.24,794.85,88.85,916.94,973.22,381.77,301.84,523.59,702.27,309.59,616.12,825.83,260.29,186.24,53.7,663.35,200.41,389.21,120.9,494.08,172.5,541.08,400.71,209.86,244.74,219.71,246.11,882.9,298.44,424.95,971.76,547.84,84.86,212.34,354.98,249.34,407.02,572.53,133.19,545.55,870.57
538,South Korea,Rocket Body,1999,31816.59,GEO,Active,238.02,529.26,355.13,977.93,313.48,675.64,723.19,586.2,24.33,158.23,324.32,74.05,576.19,48.11,831.68,181.91,340.1,615.14,543.98,669.55,870.3,707.43,831.41,594.09,781.01,985.22,516.01,335.67,610.25,628.9,873.62,887.07,313.82,124.03,508.01,808.92,96.18,565.94,298.7,112.74,856.08,777.31,690.91
539,Italy,Rocket Body,1999,21741.14,GEO,Active,257.61,146.88,477.75,909.26,473.47,549.27,200.88,335.86,467.73,736.01,900.29,683.07,964.25,250.98,677.59,307.88,579.21,821.9,995.16,215.66,494.66,575.15,716.98,732.27,451.55,210.91,788.11,961.25,835.36,675.62,210.0,34.23,880.79,930.44,586.68,219.85,504.47,630.99,65.68,417.19,159.31,861.75,398.23
540,UAE,Payload,1963,20971.74,GEO,Inactive,432.0,326.27,906.16,756.46,296.42,592.72,330.27,235.01,664.43,580.53,39.87,406.84,950.74,147.35,191.71,51.41,342.36,648.4,955.82,183.75,267.84,85.52,95.86,173.3,686.68,126.06,561.33,902.93,966.37,311.94,517.75,157.01,817.22,963.78,753.75,942.82,726.37,138.91,217.73,637.6,309.09,102.37,162.41
541,Italy,Debris,2001,24666.78,GEO,Active,560.9,145.84,916.21,951.34,619.9,915.52,403.74,627.83,557.06,705.05,124.46,293.33,193.27,49.61,31.04,589.83,424.48,978.78,938.49,428.01,978.04,629.68,55.77,958.81,874.34,348.08,429.36,814.9,481.78,886.12,876.28,467.46,618.37,379.96,977.26,95.68,910.87,239.8,781.14,800.58,731.09,389.65,513.12
542,Japan,Payload,1962,22794.47,GEO,Active,134.23,946.46,114.68,914.77,650.1,182.02,738.83,601.8,925.91,26.9,460.58,290.82,778.69,97.96,119.46,270.81,677.99,303.04,278.22,986.37,915.72,995.27,686.65,954.05,924.19,824.09,27.14,550.28,399.24,117.6,674.4,787.43,469.37,546.34,141.7,13.79,894.59,650.86,114.46,591.37,361.17,36.96,789.52
543,South Korea,Debris,2018,17344.51,MEO,Active,272.59,231.71,158.72,21.08,949.94,336.09,556.67,341.43,20.49,768.47,671.26,14.51,307.85,174.24,801.26,528.78,543.28,830.68,260.31,993.99,957.2,481.76,761.99,537.09,35.89,662.42,346.26,827.27,719.58,692.91,940.26,548.56,404.41,748.1,428.38,115.12,364.94,193.04,352.25,856.22,255.34,917.32,595.08
544,France,Rocket Body,1961,29153.41,GEO,Inactive,350.84,366.16,729.72,295.61,859.99,431.88,836.8,59.02,203.46,170.99,827.14,261.01,17.51,681.13,429.4,346.55,224.67,683.34,876.93,242.52,507.66,33.48,470.26,627.73,222.07,270.22,945.5,206.24,823.56,508.27,123.88,275.47,590.34,953.66,424.11,378.13,274.12,381.43,143.94,975.87,534.51,962.4,74.46
545,UAE,Debris,2017,27123.26,GEO,Active,723.91,305.89,107.69,908.24,139.66,173.18,421.58,760.49,406.77,611.02,993.83,447.9,949.13,561.58,17.61,83.98,473.58,861.18,235.23,249.38,269.82,574.44,238.96,132.28,845.08,494.92,490.53,672.88,480.45,339.04,268.78,472.3,703.29,651.44,497.95,800.98,729.33,716.3,286.46,604.61,4.26,334.68,464.54
546,India,Rocket Body,1967,15229.85,MEO,Inactive,794.19,351.52,686.14,265.89,19.93,315.28,326.98,664.09,74.21,461.95,539.05,751.0,709.94,798.11,848.43,902.64,790.28,935.5,620.11,297.54,328.08,275.58,824.17,83.89,283.22,735.25,509.27,621.79,112.51,885.46,89.83,992.62,941.21,140.21,931.91,122.19,978.97,449.5,729.0,761.58,93.12,610.95,420.68
547,Germany,Debris,1990,12960.48,MEO,Inactive,912.24,751.43,924.95,52.74,357.22,98.35,695.14,319.44,991.53,783.89,138.69,211.59,726.13,72.95,603.7,829.77,526.78,883.3,360.29,312.68,341.74,638.96,907.0,104.74,858.99,170.57,628.97,805.73,902.36,448.52,870.61,6.3,989.31,960.83,883.73,615.03,896.78,860.52,420.95,412.84,386.66,688.71,456.64
548,Israel,Payload,1962,8465.13,MEO,Active,23.6,172.57,641.62,615.28,804.19,296.09,463.97,336.06,248.56,48.77,728.37,299.34,806.07,50.82,770.91,876.9,642.67,379.31,364.08,2.1,552.81,757.77,697.63,966.25,223.68,234.83,861.85,183.46,501.46,553.47,460.53,365.76,625.91,656.65,429.95,514.67,713.48,863.98,884.99,942.79,721.17,207.27,849.2
549,Israel,Payload,1960,26124.01,GEO,Inactive,316.83,158.97,191.67,974.43,477.75,281.57,240.04,503.17,940.58,368.87,375.69,496.85,155.09,618.59,629.92,603.57,555.65,519.49,88.94,476.59,194.2,219.74,991.65,496.73,780.04,603.59,903.55,438.9,575.92,50.31,616.24,63.85,782.66,579.57,886.27,88.59,702.94,1.64,148.81,79.58,256.25,551.78,74.65
550,China,Rocket Body,1968,7967.72,MEO,Inactive,937.81,130.59,851.73,506.49,727.91,633.66,71.16,176.9,471.15,563.55,782.77,981.67,926.71,634.56,624.71,777.65,344.36,259.76,516.48,945.51,592.65,130.5,808.05,793.33,634.98,626.5,860.37,139.07,157.41,999.89,421.2,141.18,804.8,628.75,251.27,212.55,424.17,728.88,795.34,244.81,590.94,80.91,680.02
551,United States,Payload,1979,22804.3,GEO,Active,125.46,490.52,615.54,791.68,926.25,954.1,926.3,48.32,383.17,258.36,459.33,856.46,866.14,169.41,756.04,87.31,983.69,377.3,670.81,111.5,962.93,598.47,661.07,817.27,794.03,186.13,959.63,708.83,755.16,748.99,468.12,122.87,430.29,770.03,811.49,3.12,57.25,605.49,440.75,977.48,833.63,858.37,731.76
552,Japan,Debris,1972,12605.4,MEO,Active,798.25,816.31,487.34,292.25,15.88,282.22,838.23,768.66,724.31,91.2,532.62,648.03,359.83,635.01,409.57,882.41,829.31,704.79,920.2,340.69,738.23,87.29,466.6,172.91,233.34,245.37,495.21,475.16,943.06,903.96,504.49,668.17,480.95,667.92,389.12,825.2,313.71,301.5,283.19,980.59,503.78,788.32,371.45
553,United States,Rocket Body,1985,6975.54,MEO,Active,763.16,340.14,707.69,920.97,275.92,417.0,500.63,498.93,344.11,952.58,436.01,950.09,189.34,357.55,447.76,924.75,723.17,513.45,439.19,42.65,553.27,914.44,127.84,235.17,261.49,575.44,183.13,406.65,869.18,641.82,485.33,835.6,4.19,30.67,266.99,19.41,674.46,242.72,25.27,546.75,718.09,938.98,6.75
554,Canada,Rocket Body,1988,35177.96,GEO,Inactive,742.06,509.39,487.23,201.65,322.39,801.61,942.16,762.3,918.87,373.97,268.58,915.16,921.32,129.91,341.7,743.86,466.62,485.13,501.44,163.91,238.29,411.75,960.72,161.57,798.8,252.87,687.56,67.67,452.03,625.05,927.18,756.09,287.09,91.34,42.9,849.24,165.09,563.47,452.25,623.51,935.82,171.3,11.07
555,Brazil,Rocket Body,2003,7095.62,MEO,Inactive,136.22,751.64,274.14,552.25,208.91,370.42,3.78,664.24,388.56,40.4,501.88,829.67,328.72,687.73,765.8,921.33,800.9,948.16,49.07,708.36,297.48,913.68,168.2,44.73,148.17,378.61,924.83,436.42,405.56,195.85,876.38,670.26,620.01,220.54,942.2,83.02,816.31,417.2,857.96,476.72,191.42,493.58,16.74
556,Italy,Rocket Body,1968,12510.82,MEO,Active,506.59,396.02,490.33,395.37,464.39,517.73,348.71,941.04,733.59,472.05,317.99,623.15,942.14,398.51,827.23,610.72,466.93,937.35,138.5,57.11,728.95,775.13,923.57,124.52,964.81,538.39,745.0,54.82,365.24,848.17,824.28,292.73,294.04,952.83,340.25,983.18,850.48,17.16,56.54,988.75,962.53,653.7,106.85
557,UAE,Payload,2007,2174.32,MEO,Active,482.32,294.92,482.29,801.67,550.63,636.84,951.6,256.59,17.65,471.56,541.28,509.92,216.37,547.09,981.84,402.11,801.37,508.66,66.09,25.43,440.42,327.3,940.44,371.89,617.94,74.77,46.78,550.37,685.96,147.39,889.57,697.98,776.32,382.31,906.49,586.9,148.36,205.82,933.67,493.36,231.05,687.34,278.41
558,UAE,Payload,1960,26711.75,GEO,Inactive,99.94,391.19,474.61,383.69,813.7,800.62,358.05,866.43,253.7,88.77,444.68,346.98,461.43,607.37,630.95,402.33,314.64,179.17,554.91,139.05,569.91,362.46,495.41,942.96,865.65,812.12,872.8,420.15,432.08,91.87,663.7,829.34,943.77,275.14,982.47,181.75,574.78,834.61,283.55,539.79,999.94,907.63,364.61
559,United Kingdom,Rocket Body,1963,24121.24,GEO,Inactive,939.56,222.42,600.66,748.2,181.67,28.17,836.08,884.71,583.1,936.03,965.52,533.23,370.19,896.1,90.34,990.79,929.14,220.44,775.5,252.4,121.87,219.26,762.0,720.06,966.02,636.83,395.83,62.83,922.02,269.18,659.34,454.74,306.45,358.98,243.97,264.86,400.04,501.09,271.91,657.33,75.18,254.2,804.83
560,Brazil,Debris,1990,33008.53,GEO,Active,273.12,753.48,9.78,83.99,936.81,609.76,727.22,241.35,381.47,159.89,694.71,98.16,563.49,188.9,979.8,327.6,609.87,937.95,719.55,375.95,716.8,463.45,274.27,765.09,251.12,606.17,501.28,342.15,740.27,426.5,599.37,341.33,564.81,850.19,319.4,899.24,256.8,701.94,706.38,844.41,44.97,694.07,50.13
561,India,Debris,1990,15769.49,MEO,Inactive,800.12,381.02,488.84,962.61,639.72,772.79,927.31,305.05,536.42,949.74,215.63,746.86,288.38,746.89,487.7,787.97,318.47,327.61,143.71,73.02,152.46,516.8,190.43,209.52,816.83,296.98,928.7,945.53,865.92,553.1,10.68,80.46,729.15,808.16,730.99,860.67,56.02,777.45,352.47,424.65,674.86,684.42,878.5
562,Australia,Debris,2014,23654.76,GEO,Inactive,976.38,125.89,294.16,383.62,604.91,366.24,569.61,857.32,324.26,519.94,102.03,160.45,315.12,167.87,133.89,999.12,579.13,681.84,311.89,903.51,63.39,94.53,15.84,232.78,591.54,162.07,395.1,688.88,847.11,932.63,709.81,733.01,907.43,507.84,739.69,254.42,923.93,265.2,384.94,305.58,842.5,827.37,215.11
563,Germany,Payload,1969,35102.49,GEO,Active,665.75,411.03,494.06,374.33,52.33,97.55,387.64,210.18,888.18,555.03,137.21,966.21,590.83,643.24,64.3,628.61,805.22,69.43,284.7,197.62,361.24,672.08,209.46,566.56,758.34,649.75,7.37,593.05,985.23,145.91,907.43,567.9,814.32,226.75,945.85,349.94,460.17,202.12,346.16,281.43,214.0,105.8,840.59
564,China,Debris,1995,11748.33,MEO,Active,485.15,575.96,669.08,988.14,829.71,962.99,108.85,951.14,446.2,631.13,281.95,416.42,612.58,138.76,477.3,719.74,708.53,732.68,387.28,590.36,273.69,530.31,978.73,720.46,428.79,20.04,361.12,892.76,448.44,220.36,900.95,195.71,572.73,420.14,319.9,105.36,595.9,587.14,662.7,748.94,380.53,984.73,408.79
565,India,Payload,1970,35273.74,GEO,Inactive,893.93,1.73,474.87,176.76,181.72,533.58,525.73,282.35,513.95,108.66,366.16,992.21,38.63,948.34,615.73,143.98,270.28,126.14,556.26,560.52,165.43,763.41,923.04,890.66,253.91,120.13,679.7,15.59,481.85,713.06,753.83,136.39,671.86,150.08,664.82,62.03,707.1,982.58,47.8,13.25,863.38,202.75,191.35
566,China,Payload,2024,9689.93,MEO,Active,351.29,233.7,372.0,386.56,958.71,12.2,596.06,777.03,688.11,900.42,671.69,376.69,807.37,84.95,115.14,211.82,289.34,23.24,605.56,29.52,851.28,450.47,581.91,990.18,872.39,164.56,153.29,863.97,495.48,772.42,604.68,137.44,116.18,363.37,682.63,407.98,393.01,702.15,62.49,6.88,641.84,64.0,248.0
567,China,Rocket Body,1967,7143.27,MEO,Inactive,242.03,68.97,23.72,533.44,864.71,609.85,67.52,532.69,445.23,316.6,392.74,767.73,52.11,922.55,587.23,261.36,165.99,899.67,841.1,537.18,36.92,557.19,138.21,575.19,35.36,539.09,222.54,497.2,224.3,86.68,974.75,65.16,518.72,306.86,645.71,454.6,862.69,394.24,563.44,158.93,239.56,707.75,914.99
568,Australia,Debris,2025,9416.87,MEO,Inactive,188.42,445.55,20.19,537.29,584.44,979.08,20.83,752.46,927.23,707.9,330.01,417.0,586.99,929.02,404.32,52.19,63.15,637.86,354.45,239.87,174.93,550.53,140.46,661.88,815.37,933.72,57.46,289.78,361.79,535.46,343.2,583.1,160.72,57.8,91.61,203.6,777.38,331.14,168.88,829.37,421.62,475.97,193.9
569,United Kingdom,Payload,1987,21156.58,GEO,Active,404.6,617.24,640.55,760.03,600.77,289.22,601.9,289.17,6.72,573.18,482.26,995.3,851.85,641.61,272.62,408.04,632.22,125.32,649.49,259.88,624.72,114.09,696.9,543.8,710.24,6.07,708.35,505.37,12.5,231.23,132.92,979.31,259.14,352.58,64.71,903.74,795.41,520.45,999.37,434.25,639.69,327.11,578.22
570,Brazil,Debris,2025,13333.74,MEO,Inactive,501.89,650.29,521.87,225.74,122.3,621.7,875.8,167.04,17.8,464.18,526.07,209.03,908.12,370.19,598.08,993.06,296.52,187.37,369.17,123.82,703.54,667.67,789.58,358.87,713.82,952.15,410.04,869.76,151.51,225.07,98.5,881.69,742.23,266.35,329.09,469.61,714.51,638.06,905.47,140.83,662.34,658.64,607.3
571,Italy,Rocket Body,1980,6629.44,MEO,Active,243.27,892.82,571.69,568.07,746.26,409.41,181.81,616.14,744.6,398.82,361.91,133.43,670.67,493.34,361.76,149.97,894.85,518.08,680.5,935.41,223.17,838.84,936.38,859.68,144.39,531.32,491.98,797.61,713.82,559.05,170.18,290.5,658.87,789.64,293.03,27.79,743.0,599.86,394.84,152.01,753.57,386.27,567.55
572,United Kingdom,Payload,1966,6191.55,MEO,Active,829.62,187.22,342.58,671.62,462.16,397.18,78.56,729.76,903.25,472.98,888.25,447.48,279.31,800.27,761.81,598.63,646.49,496.1,746.47,889.51,761.97,475.44,559.21,9.48,772.49,789.59,399.55,636.43,902.71,954.85,933.48,911.66,176.29,713.92,770.61,489.56,803.71,560.88,900.53,493.81,561.57,668.13,449.09
573,Germany,Rocket Body,1964,2103.74,MEO,Active,669.34,591.28,792.5,803.88,482.62,622.4,146.25,592.99,998.54,421.69,202.38,470.51,525.75,392.49,249.22,299.79,678.51,614.24,866.77,205.69,359.05,603.3,137.0,92.68,216.25,252.56,610.52,667.04,37.91,208.87,577.0,226.32,717.47,425.03,592.68,718.2,585.0,641.67,944.25,505.68,845.25,699.33,126.45
574,Russia,Debris,1967,22589.11,GEO,Active,120.44,863.67,353.36,383.19,814.5,838.59,316.6,231.08,853.26,214.8,132.61,146.62,81.9,3.27,677.22,30.49,988.15,539.12,189.24,213.99,185.72,730.54,1.21,615.82,6.91,995.13,376.32,747.81,960.88,557.89,330.16,740.4,502.56,786.13,688.35,410.99,118.22,669.9,303.16,548.02,314.86,952.89,636.32
575,Israel,Rocket Body,2003,31703.92,GEO,Active,224.87,707.82,658.81,443.58,988.24,486.13,316.62,633.72,455.31,745.92,203.25,73.83,787.15,469.17,79.51,894.66,974.53,352.2,46.01,989.16,173.61,454.97,974.9,602.12,660.13,317.09,17.8,710.19,425.05,696.86,440.4,768.48,748.42,612.0,704.6,277.42,817.46,849.47,443.15,15.34,393.2,105.44,771.12
576,South Korea,Debris,1998,2685.71,MEO,Active,132.64,621.34,893.85,416.36,875.84,691.27,780.53,977.94,105.62,772.31,379.77,482.45,590.59,226.74,896.21,921.72,756.71,637.57,693.16,839.05,561.33,444.68,34.89,793.2,161.22,717.82,225.1,909.21,136.06,236.21,594.33,535.84,661.52,609.42,785.79,236.38,417.0,234.97,107.49,144.61,818.17,249.47,594.96
577,Italy,Rocket Body,2020,15548.69,MEO,Active,144.22,209.61,482.37,419.73,884.83,59.26,137.68,253.2,473.41,825.21,108.51,400.69,699.81,407.58,244.22,214.9,560.44,686.12,40.72,862.13,322.21,653.07,280.41,54.66,2.4,788.87,190.47,731.64,628.41,329.15,402.95,627.57,201.71,453.78,12.31,815.64,907.22,750.75,207.84,558.72,444.2,960.43,889.39
578,France,Debris,2006,10652.19,MEO,Inactive,745.14,886.32,827.98,822.85,541.11,786.74,288.91,718.14,458.35,415.36,982.38,997.75,729.52,158.22,604.59,664.05,719.8,238.75,372.22,484.44,699.94,706.25,474.27,399.84,408.87,406.73,620.59,94.79,309.93,682.89,366.0,779.99,340.04,60.64,207.04,581.98,588.56,914.36,175.03,429.08,224.37,335.31,45.14
579,United States,Debris,1992,10116.83,MEO,Inactive,616.46,912.45,598.99,159.03,921.88,854.28,979.29,369.32,137.73,129.17,541.79,294.07,391.77,464.44,656.14,663.29,701.0,543.08,502.77,313.83,749.97,285.52,671.46,474.59,192.89,957.79,434.98,350.1,229.66,776.61,419.88,904.05,401.24,268.75,460.08,298.17,621.29,330.18,55.54,678.24,675.63,197.85,207.63
580,Japan,Payload,1962,20848.49,GEO,Inactive,964.17,957.07,20.3,462.4,324.91,220.7,436.32,287.36,201.69,704.41,28.29,79.45,171.24,993.0,884.03,885.65,47.43,813.85,203.06,624.73,753.17,722.32,928.45,737.62,469.45,348.29,951.38,400.91,525.44,835.64,113.1,349.5,990.37,436.72,260.4,254.0,941.47,426.94,298.15,799.23,174.06,707.31,212.34
581,Russia,Payload,2020,20423.32,GEO,Active,847.29,121.74,103.94,82.81,481.24,935.26,93.95,354.84,142.11,839.13,234.28,397.8,502.83,717.71,470.54,301.58,218.03,198.36,451.93,205.35,92.03,479.32,936.95,935.05,860.69,538.09,777.38,465.91,2.32,451.2,471.75,312.84,876.6,580.69,913.07,365.6,555.57,484.34,748.71,133.83,752.72,247.47,47.75
582,UAE,Rocket Body,2022,2956.81,MEO,Active,491.6,893.95,262.55,86.0,260.68,467.51,607.61,718.1,751.94,33.55,396.99,288.43,105.23,719.31,97.8,646.78,498.63,659.36,340.06,577.85,771.43,336.5,434.34,533.49,489.58,479.03,636.09,287.03,397.54,581.3,630.86,489.87,76.65,24.99,19.33,712.72,212.98,371.87,729.75,591.66,383.43,677.63,946.73
