object_type,country,altitude_km,launch_year_estimate,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50
ROCKET BODY,Japan,29550.71,2014,292.936,226.795,939.434,12.76,837.546,963.342,555.964,114.943,738.224,851.594,305.868,507.259,384.568,185.258,328.068,114.98,111.546,235.65,633.979,970.091,807.721,571.532,29.872,978.069,214.85,767.894,570.157,84.503,194.407,466.306,355.836,388.055,848.769,603.782,995.008,420.642,401.352,170.233,353.305,537.192,528.56,34.81,345.12,58.746,936.529,480.369
ROCKET BODY,Japan,32866.26,1987,269.346,819.307,535.131,560.809,987.443,939.997,305.337,246.095,819.807,833.709,417.973,784.814,934.09,432.828,460.4,827.497,540.297,806.902,55.394,310.703,355.691,286.755,629.425,494.97,98.393,596.989,363.062,92.921,256.951,924.856,614.804,400.936,350.925,364.866,475.886,702.584,211.133,38.418,956.435,409.886,588.029,63.891,847.497,721.304,389.273,429.269
PAYLOAD,India,26487.62,1971,473.876,968.322,409.14,508.743,763.613,668.339,517.754,693.733,372.112,659.01,68.511,64.312,295.469,762.709,415.686,209.516,811.931,919.217,188.946,142.674,621.832,898.12,433.826,825.602,228.949,950.149,224.935,297.362,133.739,755.658,201.105,411.185,89.413,737.283,656.735,207.293,766.419,803.708,953.606,720.062,337.988,545.005,407.257,346.017,208.219,706.04
FRAGMENT,Japan,21586.08,2015,245.416,486.546,111.907,376.839,238.542,212.474,662.53,228.539,94.08,822.334,69.392,657.301,196.827,779.254,968.888,195.662,171.931,50.848,805.027,945.021,116.084,714.346,644.985,29.23,51.952,103.728,611.382,28.073,693.94,929.287,699.256,763.997,791.598,978.282,81.398,808.16,182.458,455.113,675.089,502.714,101.152,786.719,709.324,417.519,752.699,913.016
SATELLITE,China,213.79,2000,898.691,276.268,396.175,164.318,96.958,760.186,611.159,257.55,236.303,853.199,582.321,119.047,837.255,667.507,828.469,643.737,335.157,401.382,596.505,847.817,418.986,734.659,842.974,434.383,995.475,558.254,873.399,700.81,375.49,438.48,831.237,44.57,622.855,789.077,487.967,243.214,629.861,603.84,510.273,708.699,991.669,920.445,492.756,8.868,408.931,650.123
FRAGMENT,India,6311.11,2016,715.78,879.073,974.768,229.57,953.287,1.704,22.273,314.858,286.522,117.315,565.159,580.464,11.093,306.04,654.519,842.933,327.327,554.094,982.55,991.08,897.832,84.446,945.849,751.193,347.856,97.939,252.021,129.86,399.194,668.752,557.708,870.609,966.103,263.378,945.611,217.808,118.186,134.856,562.611,967.426,886.227,591.212,938.483,769.943,543.732,144.2
PAYLOAD,Japan,10896.72,1969,790.877,627.511,358.678,895.977,487.747,625.649,5.408,368.508,899.005,894.401,484.995,598.25,914.967,268.559,844.592,819.327,350.878,926.718,633.187,917.39,547.43,829.961,426.72,768.006,536.543,855.858,455.793,512.853,887.32,837.527,578.39,524.566,844.698,947.338,700.804,671.92,659.607,681.704,87.432,476.787,574.0,263.585,23.191,485.108,458.917,166.826
PAYLOAD,India,28619.77,2001,524.658,68.546,515.777,548.106,365.867,518.541,872.675,786.529,302.293,933.725,647.545,848.873,919.423,479.12,423.012,825.354,410.053,314.958,365.501,679.299,122.486,924.796,860.412,824.915,431.817,501.052,11.166,812.789,155.407,301.903,581.195,483.225,310.953,672.163,716.637,679.511,563.057,709.975,950.678,589.107,87.662,176.246,756.669,244.263,153.216,471.946
DEBRIS,Other,12240.21,1971,407.332,629.01,337.858,172.516,245.689,572.03,72.664,163.593,445.423,144.826,843.813,685.631,648.334,20.853,774.483,314.304,261.688,181.337,860.3,217.635,185.341,299.698,498.167,55.194,987.872,469.313,61.762,936.871,740.327,236.064,390.818,636.47,178.212,261.143,78.698,875.085,753.814,259.999,264.35,127.279,883.006,672.294,815.325,59.866,816.523,810.653
FRAGMENT,India,18920.24,2001,833.484,185.181,804.905,40.989,824.232,184.463,144.407,837.733,460.7,164.042,435.377,540.391,306.934,998.122,393.026,321.135,257.409,511.029,520.545,762.596,514.223,941.227,749.454,608.46,295.987,379.167,685.626,778.123,136.476,389.651,634.146,14.203,519.327,457.77,237.767,310.837,474.201,5.621,339.725,450.133,841.918,38.313,651.649,500.388,0.759,285.858
DEBRIS,India,19103.01,1991,354.727,787.093,825.142,553.588,251.548,544.952,625.908,141.907,362.756,262.809,542.609,508.446,658.962,482.139,42.272,640.813,397.624,871.493,976.978,834.862,327.679,201.458,221.511,925.021,329.87,992.622,772.357,608.436,900.115,372.424,876.567,522.587,597.907,984.866,933.938,707.772,297.921,591.977,406.27,941.407,353.668,654.428,184.12,992.59,178.407,104.624
SATELLITE,ESA,9823.61,1991,870.84,178.732,533.528,125.532,631.56,479.997,616.173,202.059,627.896,18.738,438.589,371.809,524.657,371.976,959.463,983.918,143.064,104.994,841.789,832.195,626.749,298.152,735.609,29.361,555.001,994.092,28.187,860.888,971.344,391.321,123.778,333.869,313.467,463.943,460.124,430.501,556.721,782.125,927.065,716.269,172.266,824.334,124.476,559.339,597.601,643.962
SATELLITE,USA,16964.25,1999,709.736,842.099,363.321,364.693,420.507,565.445,210.05,636.554,174.117,979.996,689.035,907.445,511.416,877.23,658.041,75.894,171.283,643.196,78.109,220.638,146.922,580.302,374.894,72.363,182.171,529.942,563.967,872.851,492.262,933.022,301.797,914.41,379.823,990.919,278.916,204.273,478.822,82.74,155.479,97.292,705.986,74.741,871.182,525.348,779.487,330.433
FRAGMENT,Japan,623.52,2021,476.163,369.656,436.235,542.209,971.859,299.215,766.749,945.819,247.245,927.418,794.179,453.298,808.189,162.229,973.857,284.397,66.589,387.062,792.501,818.307,761.354,722.323,850.946,838.117,144.4,861.969,640.162,230.513,455.089,554.665,957.174,391.0,524.242,41.534,99.438,913.756,762.625,979.183,892.966,901.271,621.391,543.734,23.181,345.285,530.639,59.872
DEBRIS,Japan,5204.5,1980,99.301,78.031,323.925,409.918,722.37,445.51,797.1,950.93,763.732,889.577,392.339,495.833,585.649,597.503,478.146,382.408,439.316,544.842,387.102,791.418,816.793,523.638,888.256,847.574,738.71,553.998,986.342,668.896,395.732,457.528,971.046,772.931,359.687,356.98,883.446,505.35,589.302,899.771,804.171,953.602,339.607,423.312,690.485,962.597,780.376,413.384
DEBRIS,Japan,17008.35,1998,564.251,841.048,175.76,529.912,780.589,310.732,913.495,943.422,168.762,788.999,590.937,109.863,676.064,240.356,352.474,976.95,636.022,49.038,501.717,849.476,187.433,185.585,172.632,203.906,431.861,873.196,206.051,708.94,257.022,415.681,983.487,476.457,433.63,185.566,459.216,2.831,276.538,664.229,659.92,599.13,25.272,942.52,496.614,14.517,277.239,739.451
SATELLITE,Japan,15346.3,2000,394.891,966.066,385.047,269.471,824.069,383.986,798.044,117.488,85.489,934.822,52.975,617.973,131.298,602.412,17.356,837.046,779.3,285.573,719.699,727.0,82.117,484.767,564.56,429.776,332.365,787.04,907.844,641.915,956.942,413.27,701.355,552.171,261.301,428.966,747.25,462.649,321.916,308.893,586.669,110.768,691.06,115.793,697.102,510.73,334.533,552.96
ROCKET BODY,Other,29122.68,1993,495.24,56.961,447.007,58.085,414.608,25.703,603.927,91.559,266.305,796.496,610.93,695.297,910.017,272.258,734.826,258.304,118.667,586.641,391.189,289.691,95.433,399.582,876.48,144.478,320.036,794.988,553.263,972.033,742.674,294.183,304.928,53.775,252.718,389.169,353.529,475.746,823.834,278.376,491.674,866.718,102.548,179.437,198.163,463.253,313.238,739.551
PAYLOAD,USA,22513.47,2012,888.616,844.868,443.234,810.544,612.549,860.363,755.983,493.582,432.985,988.672,583.715,120.444,691.657,961.566,972.83,67.362,611.017,821.384,813.428,270.805,323.426,921.471,68.409,686.269,862.052,406.427,738.7,507.34,551.799,935.654,778.153,752.853,673.37,950.155,586.333,728.86,236.093,840.42,230.0,737.159,237.239,205.75,108.07,834.056,332.178,795.487
ROCKET BODY,Japan,8213.22,2015,306.79,593.895,135.003,736.329,212.913,614.787,661.982,870.608,6.617,161.372,710.598,152.894,361.958,269.043,114.191,706.128,848.123,122.843,524.542,651.936,285.506,895.65,139.743,741.618,307.935,388.776,183.049,271.189,146.956,152.117,223.816,317.886,218.725,540.898,544.477,714.198,410.016,910.62,219.795,136.612,57.512,398.339,295.752,969.429,566.97,383.042
ROCKET BODY,Other,13393.64,2007,177.595,901.239,439.768,292.11,584.296,816.792,496.44,692.145,509.625,932.09,495.578,284.964,602.793,696.72,1.899,725.265,201.731,494.791,189.975,981.229,545.002,108.514,991.892,151.069,740.801,10.387,847.636,651.0,778.097,412.286,946.978,501.493,579.507,130.064,204.696,725.386,52.291,507.996,155.302,471.547,458.3,921.631,79.351,524.27,5.007,291.499
DEBRIS,China,14179.12,1995,201.4,204.64,495.712,308.906,797.862,235.393,935.498,46.403,614.378,157.25,746.765,570.516,388.423,59.822,538.055,732.4,855.334,944.826,761.783,245.377,545.141,987.97,646.463,447.839,841.64,343.371,265.279,20.725,611.711,336.003,489.625,625.511,675.445,574.988,646.259,303.333,875.223,189.92,881.36,608.481,120.344,416.333,577.686,502.63,331.654,790.154
PAYLOAD,USA,14013.88,1969,377.284,269.572,697.264,287.423,983.831,276.938,344.26,413.384,26.441,712.584,665.756,857.048,950.448,778.145,116.647,243.324,257.578,125.331,630.52,247.079,340.869,451.822,70.951,141.285,824.528,327.039,97.616,242.058,186.018,423.753,241.192,175.939,995.937,198.867,863.058,591.723,398.086,686.204,721.813,899.183,298.379,717.827,426.319,612.977,458.858,43.316
FRAGMENT,ESA,6616.81,1986,58.728,815.926,324.71,847.199,425.022,144.201,779.396,86.425,876.825,1.85,604.667,153.065,161.205,639.969,999.94,194.753,998.02,109.437,326.744,334.542,398.477,169.135,83.882,394.361,333.218,575.228,926.32,793.758,487.833,513.362,635.924,372.618,151.053,511.741,842.958,34.435,20.986,343.975,376.812,559.198,367.436,647.308,297.013,126.484,720.086,463.765
FRAGMENT,China,13532.38,2014,636.873,927.169,854.796,912.203,737.723,25.663,162.875,575.398,420.656,104.135,604.278,908.737,741.248,922.989,599.736,541.282,787.9,735.227,629.983,649.868,504.186,797.209,277.502,305.268,14.642,415.205,945.846,442.253,375.937,51.726,340.552,463.486,415.532,286.49,759.916,841.658,876.681,766.611,166.408,573.775,261.582,436.529,875.318,668.038,281.073,131.402
FRAGMENT,China,20271.11,1976,191.904,755.376,846.704,879.09,373.271,47.852,137.763,22.934,790.045,39.037,306.701,781.407,38.072,992.168,456.851,40.584,644.756,389.998,134.464,561.864,709.305,844.398,128.466,518.809,633.704,514.641,424.59,588.557,912.687,173.608,730.083,761.796,563.904,296.029,354.263,109.109,54.882,874.147,608.1,128.32,674.98,817.984,875.139,867.178,898.161,815.256
FRAGMENT,Other,8206.34,2018,698.21,669.041,109.495,948.675,127.726,883.877,902.017,695.371,547.572,710.549,392.518,972.955,71.418,496.899,765.241,320.588,168.925,287.418,18.295,134.874,781.303,798.255,109.538,379.179,167.173,201.944,458.724,95.194,14.384,287.137,845.276,122.091,949.591,197.26,633.912,296.714,328.076,986.782,654.136,348.282,331.315,598.493,644.181,968.407,303.411,491.344
FRAGMENT,Japan,33396.86,1969,125.337,718.719,473.011,168.404,33.757,452.309,196.424,128.303,926.25,299.879,446.659,153.734,562.628,6.566,529.161,981.276,668.329,120.539,969.29,589.915,992.562,168.148,39.384,797.706,480.671,108.357,688.169,546.177,706.439,388.642,415.182,608.492,300.046,66.421,978.243,918.999,584.951,728.2,488.157,226.325,478.55,631.213,565.024,549.646,701.368,382.19
DEBRIS,Japan,28211.14,2022,875.217,249.371,942.231,974.241,574.415,717.437,880.891,179.727,429.491,230.781,822.687,416.571,580.757,496.002,420.741,771.335,285.464,626.315,313.164,992.126,96.351,190.738,949.75,143.138,569.963,407.948,326.848,117.353,581.148,702.683,569.867,204.174,437.05,39.506,83.875,589.182,513.244,8.847,435.629,66.31,267.588,679.577,749.83,605.118,401.136,701.387
PAYLOAD,ESA,14334.87,1965,66.46,316.519,648.967,330.566,204.268,228.987,773.616,516.725,814.62,847.015,938.199,382.345,142.411,215.85,147.534,251.555,454.187,31.498,811.359,202.976,996.908,771.693,480.621,163.495,237.311,355.764,836.637,288.076,307.815,104.097,497.025,326.816,976.3,809.013,615.057,652.275,222.298,558.968,758.499,923.608,251.436,333.47,309.202,387.118,414.675,154.313
SATELLITE,Russia,24198.42,1963,20.884,646.029,151.942,287.906,37.051,908.439,930.061,875.88,270.347,630.535,821.737,159.668,861.253,126.827,459.105,802.711,592.754,803.836,144.91,524.037,10.746,485.199,738.573,817.261,23.398,200.41,310.065,462.577,105.648,804.963,412.498,476.064,878.879,931.336,335.575,305.592,50.555,378.152,54.905,313.876,668.757,520.065,592.631,50.362,366.102,78.809
FRAGMENT,Russia,29612.38,1999,424.801,730.774,78.817,882.047,432.835,65.803,605.89,451.761,770.239,113.204,979.456,294.761,78.778,777.522,383.857,944.919,122.874,49.33,452.304,725.781,737.405,502.959,312.205,987.266,41.876,623.703,843.333,786.838,914.751,832.777,106.64,162.41,660.829,483.888,578.013,76.63,732.606,317.213,145.154,232.088,643.387,41.94,178.03,677.062,872.378,331.102
ROCKET BODY,ESA,21581.72,1992,1.018,47.254,970.309,162.622,807.292,620.179,144.479,150.276,552.139,789.99,732.385,976.847,577.832,187.996,528.624,699.514,304.136,862.552,67.549,707.382,249.652,949.513,563.251,585.191,105.05,594.294,614.911,336.692,746.307,694.547,718.902,880.658,881.092,615.93,357.859,501.685,617.407,703.244,556.639,343.559,514.249,629.505,514.162,745.263,925.902,407.772
SATELLITE,India,2454.06,1981,625.711,758.683,385.945,436.688,359.421,330.951,321.912,180.634,249.862,413.135,850.993,435.176,421.882,76.817,562.471,656.872,918.24,154.243,843.733,101.65,870.989,597.108,252.804,269.009,125.8,662.389,254.914,561.736,373.989,481.977,763.665,747.418,754.607,979.648,969.435,928.907,249.078,164.971,471.095,942.349,750.793,952.919,960.037,979.118,522.415,978.526
ROCKET BODY,Japan,24865.45,1993,872.287,955.563,899.449,349.836,463.019,651.51,552.414,236.068,330.376,322.725,190.276,901.191,440.061,793.169,837.838,25.58,297.46,41.703,826.572,258.397,355.325,275.594,690.686,479.501,389.559,476.386,819.692,14.09,687.494,669.625,777.185,924.724,887.199,737.657,591.759,944.811,943.05,762.456,145.666,421.612,537.328,402.675,455.885,546.017,302.176,967.654
PAYLOAD,USA,20076.31,2006,271.754,792.585,151.369,396.674,381.014,269.809,751.574,156.515,327.217,456.568,86.184,332.414,972.624,442.429,550.778,794.735,847.917,359.213,394.842,833.386,497.379,216.837,366.169,107.821,817.317,847.905,148.32,91.907,661.58,445.975,64.315,556.812,952.357,194.538,14.678,368.42,605.486,215.044,318.371,455.176,464.908,959.179,263.599,503.831,930.987,541.316
SATELLITE,USA,9204.55,1985,448.281,344.277,34.257,558.288,790.861,332.552,493.27,954.449,110.438,521.486,8.81,720.913,129.219,564.199,79.58,13.537,552.763,605.017,377.17,379.747,50.948,286.91,31.799,12.25,38.197,0.756,385.591,309.798,288.769,483.154,873.326,902.577,282.887,954.255,374.46,509.643,99.15,789.062,114.939,825.487,760.847,322.113,743.441,771.431,9.882,419.898
SATELLITE,USA,18014.94,2005,938.116,544.956,147.015,913.095,850.355,381.498,930.043,321.965,538.348,405.659,853.816,316.57,106.367,903.551,1.506,816.449,949.946,810.772,90.445,197.991,485.486,12.056,814.35,927.194,308.438,713.215,92.846,176.11,945.649,535.787,332.593,786.791,99.483,639.977,92.395,573.998,993.268,382.629,549.347,261.193,141.48,888.87,673.238,721.445,474.001,263.005
DEBRIS,China,18222.67,2018,750.553,261.814,812.675,539.308,881.175,482.358,23.25,322.37,582.095,8.451,668.386,124.518,195.837,146.782,207.495,508.847,709.147,747.618,192.739,594.363,371.584,861.359,82.247,730.336,100.123,92.743,481.051,771.116,555.874,704.573,253.107,767.717,555.295,749.036,532.658,982.572,838.493,5.355,679.853,834.515,463.456,713.192,6.875,684.447,797.694,50.045
FRAGMENT,USA,5467.7,1984,149.795,25.208,141.278,969.624,903.55,17.497,495.755,86.427,593.855,329.419,601.256,695.081,802.224,12.805,686.264,547.793,381.756,369.213,8.025,504.903,774.644,727.889,669.523,826.225,563.254,176.112,763.949,291.945,331.123,112.323,225.024,57.867,834.619,819.435,872.838,505.738,939.93,36.589,295.427,248.246,981.727,190.548,782.733,177.559,706.294,669.879
PAYLOAD,India,10816.82,2025,7.706,535.692,120.8,159.074,896.203,901.245,350.437,381.545,422.698,461.031,844.967,373.109,221.679,793.254,877.262,676.625,173.738,203.942,940.997,884.604,4.528,338.618,127.542,275.066,968.173,227.281,460.446,197.396,985.559,348.364,769.363,932.099,220.51,519.896,263.038,245.067,704.587,586.11,972.709,424.447,71.649,627.579,195.959,441.947,431.233,737.71
PAYLOAD,Russia,7107.04,1994,179.77,235.432,30.084,192.665,832.118,512.016,470.534,871.165,170.745,922.37,198.76,63.401,730.494,84.104,145.951,900.225,855.663,676.793,981.515,22.44,392.029,578.541,616.691,289.253,36.223,107.999,420.397,605.932,915.989,594.131,829.837,60.234,586.905,316.362,491.567,476.991,800.731,532.065,93.831,283.452,995.287,865.113,660.171,870.388,405.755,300.97
SATELLITE,ESA,1418.51,2003,673.082,244.507,943.406,99.141,470.871,467.031,248.075,92.459,897.792,17.535,430.742,52.296,508.136,264.369,569.324,472.74,404.037,704.489,631.021,407.887,419.69,661.378,456.278,871.846,783.212,565.973,989.324,14.939,752.112,405.907,215.569,400.227,714.447,49.799,898.154,250.589,462.574,977.655,249.461,353.806,887.341,433.469,946.071,685.458,752.835,7.289
SATELLITE,China,31120.27,2005,592.155,947.719,995.177,373.163,138.7,851.739,823.286,785.109,112.157,82.444,51.342,684.624,501.364,52.718,640.069,617.837,10.107,850.629,279.24,954.536,94.677,637.429,28.617,793.822,379.212,926.944,951.711,766.971,20.904,586.043,904.038,448.367,173.005,581.619,92.174,431.231,666.8,308.641,139.899,512.175,571.972,188.117,880.27,571.378,606.024,786.529
FRAGMENT,China,18722.03,2018,679.349,162.078,690.069,752.192,21.703,135.01,323.586,240.88,914.883,542.775,305.258,694.721,530.903,524.195,773.151,47.342,582.645,937.042,190.59,711.133,805.432,349.992,512.74,231.932,721.11,286.749,336.868,62.377,729.758,183.307,153.851,788.243,899.971,382.592,608.755,54.775,26.803,833.104,626.422,81.924,321.047,598.585,20.089,698.68,925.618,450.215
ROCKET BODY,Japan,10303.38,1958,616.454,124.432,224.481,11.187,435.817,398.629,41.397,154.952,163.297,129.946,246.182,412.793,687.581,216.595,976.458,791.202,153.227,989.005,199.019,969.675,828.692,923.819,66.718,717.626,517.956,454.227,136.838,455.78,208.153,724.999,398.244,803.991,799.319,498.601,486.471,586.424,367.328,874.685,290.415,452.396,327.127,201.786,45.644,250.245,76.986,597.883
SATELLITE,Japan,12430.22,1963,713.754,923.609,237.213,746.637,456.981,698.758,907.049,511.764,681.708,328.186,550.386,398.528,959.979,889.53,73.855,337.883,71.646,649.875,225.889,572.146,482.778,977.981,234.654,155.805,811.43,466.744,319.143,356.306,185.952,295.522,831.644,432.096,518.983,378.286,801.97,868.481,991.241,517.522,77.673,888.292,544.399,521.413,133.012,896.64,104.07,387.056
ROCKET BODY,Japan,27494.14,1999,623.086,813.389,19.201,549.971,447.799,203.346,679.253,693.141,203.448,674.096,29.135,444.34,598.344,982.239,7.944,208.506,316.411,744.636,254.414,971.457,146.798,982.816,967.104,926.09,278.935,528.812,106.288,864.351,202.742,341.371,283.103,795.89,120.961,384.551,637.971,665.447,601.28,40.982,308.362,134.811,500.76,838.258,496.518,811.957,321.508,36.736
SATELLITE,USA,26085.22,1962,294.438,995.052,165.977,827.214,689.814,408.269,454.872,521.872,89.484,162.913,519.018,865.864,89.147,643.238,967.311,158.998,678.576,455.567,150.228,379.768,7.722,97.993,129.687,641.934,103.49,883.053,461.982,884.517,170.555,884.59,484.398,321.97,973.94,703.219,183.686,274.458,272.574,44.886,664.424,215.917,612.079,974.898,711.872,643.233,341.051,969.221
PAYLOAD,Japan,28326.19,2008,384.259,285.956,702.546,456.252,17.653,670.528,239.452,827.029,988.495,613.607,395.409,340.673,362.878,212.008,440.077,644.319,349.811,917.946,725.801,359.479,235.296,866.892,979.599,477.251,45.925,31.911,723.811,403.946,653.791,666.073,744.466,743.712,393.89,963.841,370.402,45.987,367.226,403.251,92.234,59.14,926.435,704.906,875.132,522.235,75.907,637.454
