norad_id,name,object_type,altitude_category,orbital_band,congestion_risk,inclination,eccentricity,launch_year_estimate,days_in_orbit_estimate,orbit_lifetime_category,mean_motion,epoch,data_source,snapshot_date,country,last_seen
10844,OBJECT_844,PAYLOAD,GEO,MEO,High,13.14,0.09075,1985,12313,Very Long,12.57,2028-04-24,NASA,2026-03-28,IND,2026-03-28
10845,OBJECT_845,PAYLOAD,GEO,GEO,High,115.9,0.01225,1972,5784,Moderate,16.82,2028-04-25,NASA,2026-03-28,CHN,2026-03-28
10846,OBJECT_846,PAYLOAD,GEO,LEO,Moderate,20.97,0.0534,2017,9752,Long,5.0,2028-04-26,CNSA,2026-03-28,RUS,2026-03-28
10847,OBJECT_847,ROCKET_BODY,GEO,GEO,Low,77.76,0.08795,1977,6908,Long,14.94,2028-04-27,ISRO,2026-03-28,EU,2026-03-28
10848,OBJECT_848,DEBRIS,GEO,GEO,High,29.45,0.041,1962,19311,Long,13.15,2028-04-28,NASA,2026-03-28,CHN,2026-03-28
10849,OBJECT_849,DEBRIS,GEO,LEO,High,86.11,0.0482,2014,17474,Long,6.48,2028-04-29,ESA,2026-03-28,EU,2026-03-28
10850,OBJECT_850,PAYLOAD,GEO,GEO,High,93.22,0.00705,2017,2958,Short,12.61,2028-04-30,NASA,2026-03-28,CHN,2026-03-28
10851,OBJECT_851,DEBRIS,GEO,GEO,Moderate,80.81,0.02781,2022,18997,Moderate,2.22,2028-05-01,ISRO,2026-03-28,CHN,2026-03-28
10852,OBJECT_852,PAYLOAD,GEO,LEO,Low,73.74,0.03245,2011,6048,Moderate,13.52,2028-05-02,ESA,2026-03-28,EU,2026-03-28
10853,OBJECT_853,DEBRIS,GEO,GEO,High,107.1,0.09451,1983,6250,Very Long,9.28,2028-05-03,NASA,2026-03-28,USA,2026-03-28
10854,OBJECT_854,PAYLOAD,GEO,MEO,Low,9.44,0.02827,1968,16348,Short,5.32,2028-05-04,ISRO,2026-03-28,RUS,2026-03-28
10855,OBJECT_855,PAYLOAD,GEO,GEO,High,39.71,0.04609,1996,3760,Very Long,11.32,2028-05-05,ISRO,2026-03-28,USA,2026-03-28
10856,OBJECT_856,PAYLOAD,GEO,MEO,High,29.79,0.06713,2012,4264,Long,11.09,2028-05-06,NASA,2026-03-28,USA,2026-03-28
10857,OBJECT_857,PAYLOAD,GEO,GEO,Low,118.56,0.01622,1983,10282,Very Long,3.96,2028-05-07,ISRO,2026-03-28,RUS,2026-03-28
10858,OBJECT_858,DEBRIS,GEO,LEO,Low,46.73,0.04864,1980,1903,Long,1.0,2028-05-08,CNSA,2026-03-28,IND,2026-03-28
10859,OBJECT_859,PAYLOAD,GEO,LEO,Low,87.91,0.07385,1999,2568,Long,7.65,2028-05-09,ESA,2026-03-28,USA,2026-03-28
10860,OBJECT_860,DEBRIS,GEO,GEO,Moderate,82.17,0.08669,2021,10191,Moderate,9.9,2028-05-10,CNSA,2026-03-28,USA,2026-03-28
10861,OBJECT_861,PAYLOAD,GEO,LEO,High,25.45,0.06263,1973,8076,Moderate,14.96,2028-05-11,NASA,2026-03-28,USA,2026-03-28
10862,OBJECT_862,DEBRIS,GEO,GEO,Moderate,28.68,0.06691,2001,2995,Moderate,15.82,2028-05-12,CNSA,2026-03-28,IND,2026-03-28
10863,OBJECT_863,PAYLOAD,GEO,LEO,Low,33.75,0.01263,2009,5230,Moderate,9.23,2028-05-13,NASA,2026-03-28,CHN,2026-03-28
10864,OBJECT_864,PAYLOAD,GEO,MEO,High,49.34,0.09458,2020,2011,Moderate,12.94,2028-05-14,NASA,2026-03-28,EU,2026-03-28
10865,OBJECT_865,DEBRIS,GEO,GEO,Moderate,28.12,0.01326,1963,7378,Short,7.75,2028-05-15,ISRO,2026-03-28,EU,2026-03-28
10866,OBJECT_866,PAYLOAD,GEO,MEO,High,2.36,0.07747,1976,13037,Moderate,12.81,2028-05-16,ISRO,2026-03-28,IND,2026-03-28
10867,OBJECT_867,PAYLOAD,GEO,MEO,Moderate,105.53,0.02648,2016,17215,Very Long,3.88,2028-05-17,NASA,2026-03-28,USA,2026-03-28
10868,OBJECT_868,DEBRIS,GEO,GEO,Low,115.87,0.09336,2007,49,Long,6.62,2028-05-18,ESA,2026-03-28,EU,2026-03-28
10869,OBJECT_869,ROCKET_BODY,GEO,MEO,Moderate,40.99,0.072,2003,4211,Moderate,10.96,2028-05-19,ESA,2026-03-28,IND,2026-03-28
10870,OBJECT_870,PAYLOAD,GEO,GEO,High,40.62,0.07538,2004,17563,Short,0.8,2028-05-20,ESA,2026-03-28,RUS,2026-03-28
10871,OBJECT_871,PAYLOAD,GEO,MEO,High,0.85,0.02191,1992,14839,Very Long,12.42,2028-05-21,CNSA,2026-03-28,EU,2026-03-28
10872,OBJECT_872,DEBRIS,GEO,GEO,High,81.63,0.0443,1990,16039,Very Long,14.29,2028-05-22,NASA,2026-03-28,RUS,2026-03-28
10873,OBJECT_873,PAYLOAD,GEO,GEO,High,99.05,0.06178,2006,7879,Long,7.09,2028-05-23,ISRO,2026-03-28,USA,2026-03-28
10874,OBJECT_874,PAYLOAD,GEO,LEO,Low,17.59,0.077,1965,16455,Very Long,7.89,2028-05-24,CNSA,2026-03-28,EU,2026-03-28
10875,OBJECT_875,PAYLOAD,MEO,GEO,Moderate,19.16,0.0104,1993,15348,Very Long,14.55,2028-05-25,CNSA,2026-03-28,IND,2026-03-28
10876,OBJECT_876,DEBRIS,GEO,GEO,Low,94.81,0.09624,2012,7880,Very Long,13.3,2028-05-26,ISRO,2026-03-28,CHN,2026-03-28
10877,OBJECT_877,DEBRIS,GEO,MEO,Low,73.95,0.08902,1973,18162,Very Long,5.25,2028-05-27,NASA,2026-03-28,EU,2026-03-28
10878,OBJECT_878,PAYLOAD,GEO,GEO,Low,5.38,0.02703,1975,13255,Short,5.85,2028-05-28,CNSA,2026-03-28,EU,2026-03-28
10879,OBJECT_879,PAYLOAD,GEO,LEO,High,74.71,0.08228,2002,7381,Long,11.7,2028-05-29,NASA,2026-03-28,EU,2026-03-28
10880,OBJECT_880,PAYLOAD,GEO,MEO,High,37.07,0.05183,1971,2229,Moderate,9.79,2028-05-30,NASA,2026-03-28,EU,2026-03-28
10881,OBJECT_881,DEBRIS,GEO,MEO,High,44.25,0.04618,1978,9815,Very Long,3.18,2028-05-31,NASA,2026-03-28,IND,2026-03-28
10882,OBJECT_882,PAYLOAD,GEO,LEO,Moderate,92.37,0.03144,2000,8889,Short,5.61,2028-06-01,ISRO,2026-03-28,IND,2026-03-28
10883,OBJECT_883,PAYLOAD,GEO,MEO,High,97.31,0.0581,2012,6392,Long,15.35,2028-06-02,NASA,2026-03-28,CHN,2026-03-28
10884,OBJECT_884,DEBRIS,GEO,MEO,Moderate,48.04,0.07299,1988,9430,Moderate,11.85,2028-06-03,CNSA,2026-03-28,IND,2026-03-28
10885,OBJECT_885,PAYLOAD,GEO,MEO,High,113.66,0.04109,2018,18791,Long,16.77,2028-06-04,ISRO,2026-03-28,IND,2026-03-28
10886,OBJECT_886,DEBRIS,GEO,MEO,High,48.78,0.06292,2023,638,Short,13.16,2028-06-05,ISRO,2026-03-28,USA,2026-03-28
10887,OBJECT_887,PAYLOAD,GEO,LEO,Low,92.62,0.06993,1983,17334,Short,16.04,2028-06-06,CNSA,2026-03-28,USA,2026-03-28
10888,OBJECT_888,PAYLOAD,GEO,LEO,Low,58.07,0.07111,1975,10097,Short,4.07,2028-06-07,ISRO,2026-03-28,RUS,2026-03-28
10889,OBJECT_889,PAYLOAD,GEO,MEO,Low,107.7,0.0052,2011,3588,Very Long,13.23,2028-06-08,CNSA,2026-03-28,CHN,2026-03-28
10890,OBJECT_890,DEBRIS,GEO,MEO,Moderate,108.93,0.08597,1965,1112,Short,0.83,2028-06-09,ESA,2026-03-28,USA,2026-03-28
10891,OBJECT_891,DEBRIS,GEO,LEO,Moderate,10.49,0.04583,1996,8368,Moderate,11.57,2028-06-10,CNSA,2026-03-28,CHN,2026-03-28
10892,OBJECT_892,DEBRIS,GEO,LEO,High,112.38,0.02624,1963,723,Very Long,8.24,2028-06-11,ISRO,2026-03-28,CHN,2026-03-28
10893,OBJECT_893,PAYLOAD,GEO,LEO,Moderate,99.06,0.02418,1997,4867,Long,6.22,2028-06-12,CNSA,2026-03-28,EU,2026-03-28
10894,OBJECT_894,DEBRIS,GEO,MEO,High,94.96,0.0483,2000,10140,Moderate,14.73,2028-06-13,ESA,2026-03-28,CHN,2026-03-28
10895,OBJECT_895,PAYLOAD,GEO,MEO,Moderate,24.11,0.08868,1973,17087,Very Long,14.6,2028-06-14,NASA,2026-03-28,EU,2026-03-28
10896,OBJECT_896,PAYLOAD,GEO,GEO,Moderate,96.61,0.03783,2010,2129,Short,0.87,2028-06-15,NASA,2026-03-28,RUS,2026-03-28
10897,OBJECT_897,DEBRIS,GEO,LEO,Moderate,102.02,0.07497,2024,9119,Long,10.56,2028-06-16,NASA,2026-03-28,RUS,2026-03-28
10898,OBJECT_898,PAYLOAD,GEO,MEO,Low,34.7,0.00968,2011,2518,Short,6.57,2028-06-17,ISRO,2026-03-28,RUS,2026-03-28
10899,OBJECT_899,PAYLOAD,GEO,LEO,Moderate,114.27,0.04761,1989,17534,Moderate,7.36,2028-06-18,ESA,2026-03-28,EU,2026-03-28
10900,OBJECT_900,PAYLOAD,GEO,MEO,Low,5.98,0.09917,2016,14229,Moderate,14.23,2028-06-19,CNSA,2026-03-28,EU,2026-03-28
10901,OBJECT_901,PAYLOAD,GEO,LEO,Low,17.99,0.07704,1989,14180,Very Long,5.61,2028-06-20,CNSA,2026-03-28,RUS,2026-03-28
10902,OBJECT_902,PAYLOAD,GEO,MEO,Moderate,64.51,0.02105,2001,18263,Moderate,16.06,2028-06-21,CNSA,2026-03-28,EU,2026-03-28
10903,OBJECT_903,DEBRIS,MEO,GEO,High,69.1,0.05014,1970,9676,Long,3.46,2028-06-22,CNSA,2026-03-28,IND,2026-03-28
10904,OBJECT_904,PAYLOAD,GEO,GEO,High,77.42,0.02336,1986,310,Very Long,11.43,2028-06-23,ISRO,2026-03-28,IND,2026-03-28
10905,OBJECT_905,DEBRIS,GEO,LEO,High,2.04,0.04096,1983,3953,Long,11.59,2028-06-24,ISRO,2026-03-28,EU,2026-03-28
10906,OBJECT_906,DEBRIS,GEO,MEO,Moderate,115.24,0.07801,1998,19434,Short,4.66,2028-06-25,ESA,2026-03-28,EU,2026-03-28
10907,OBJECT_907,PAYLOAD,GEO,MEO,High,5.35,0.07712,1977,13872,Long,5.86,2028-06-26,CNSA,2026-03-28,USA,2026-03-28
10908,OBJECT_908,PAYLOAD,GEO,LEO,Low,17.17,0.02281,2004,9693,Long,14.27,2028-06-27,NASA,2026-03-28,USA,2026-03-28
10909,OBJECT_909,PAYLOAD,MEO,MEO,High,1.68,0.09222,1971,16,Moderate,13.07,2028-06-28,ISRO,2026-03-28,CHN,2026-03-28
10910,OBJECT_910,DEBRIS,GEO,LEO,Moderate,68.02,0.05926,2008,16990,Short,5.93,2028-06-29,ESA,2026-03-28,CHN,2026-03-28
10911,OBJECT_911,PAYLOAD,GEO,MEO,High,111.87,0.03799,1990,16006,Moderate,9.31,2028-06-30,ESA,2026-03-28,CHN,2026-03-28
10912,OBJECT_912,DEBRIS,MEO,LEO,Low,79.91,0.05019,1981,14279,Short,1.52,2028-07-01,ISRO,2026-03-28,RUS,2026-03-28
10913,OBJECT_913,PAYLOAD,GEO,MEO,Moderate,98.72,0.06051,2003,14818,Short,3.94,2028-07-02,NASA,2026-03-28,IND,2026-03-28
10914,OBJECT_914,DEBRIS,GEO,LEO,High,1.59,0.05599,2023,9760,Long,8.52,2028-07-03,NASA,2026-03-28,RUS,2026-03-28
10915,OBJECT_915,PAYLOAD,GEO,MEO,Moderate,65.04,0.04864,1984,15665,Moderate,1.92,2028-07-04,CNSA,2026-03-28,EU,2026-03-28
10916,OBJECT_916,PAYLOAD,GEO,GEO,Moderate,55.15,0.05049,2010,6413,Long,14.41,2028-07-05,ISRO,2026-03-28,USA,2026-03-28
10917,OBJECT_917,ROCKET_BODY,GEO,MEO,Moderate,59.88,0.01764,1966,10197,Long,12.35,2028-07-06,NASA,2026-03-28,EU,2026-03-28
10918,OBJECT_918,DEBRIS,GEO,LEO,High,8.67,0.08127,1965,8508,Long,16.07,2028-07-07,ISRO,2026-03-28,EU,2026-03-28
10919,OBJECT_919,PAYLOAD,GEO,GEO,Moderate,82.13,0.05418,1983,4821,Short,11.94,2028-07-08,ESA,2026-03-28,USA,2026-03-28
10920,OBJECT_920,DEBRIS,GEO,MEO,High,60.39,0.01311,1978,7836,Moderate,16.02,2028-07-09,ESA,2026-03-28,EU,2026-03-28
10921,OBJECT_921,PAYLOAD,GEO,GEO,Low,91.82,0.07662,1968,1850,Moderate,9.65,2028-07-10,ESA,2026-03-28,CHN,2026-03-28
10922,OBJECT_922,DEBRIS,GEO,MEO,High,58.23,0.09324,1995,13588,Long,10.4,2028-07-11,ISRO,2026-03-28,USA,2026-03-28
10923,OBJECT_923,DEBRIS,MEO,GEO,Low,17.93,0.09473,1999,1954,Short,16.62,2028-07-12,CNSA,2026-03-28,EU,2026-03-28
10924,OBJECT_924,PAYLOAD,GEO,LEO,High,77.79,0.0369,1983,19154,Moderate,11.1,2028-07-13,CNSA,2026-03-28,CHN,2026-03-28
10925,OBJECT_925,PAYLOAD,GEO,MEO,Moderate,20.69,0.01355,2007,12732,Very Long,1.01,2028-07-14,NASA,2026-03-28,CHN,2026-03-28
10926,OBJECT_926,PAYLOAD,GEO,MEO,High,104.69,0.05184,2022,19431,Moderate,12.44,2028-07-15,ISRO,2026-03-28,IND,2026-03-28
10927,OBJECT_927,DEBRIS,GEO,LEO,Moderate,73.57,0.01126,2012,6841,Long,15.44,2028-07-16,CNSA,2026-03-28,CHN,2026-03-28
10928,OBJECT_928,DEBRIS,GEO,GEO,Low,18.86,0.0934,2013,5067,Very Long,13.63,2028-07-17,ISRO,2026-03-28,RUS,2026-03-28
10929,OBJECT_929,PAYLOAD,GEO,LEO,High,115.48,0.01836,2001,2416,Short,10.13,2028-07-18,CNSA,2026-03-28,USA,2026-03-28
10930,OBJECT_930,PAYLOAD,GEO,LEO,Moderate,62.2,0.02528,2004,2390,Very Long,11.58,2028-07-19,ESA,2026-03-28,USA,2026-03-28
10931,OBJECT_931,DEBRIS,GEO,GEO,Low,8.75,0.04066,1973,16212,Very Long,16.84,2028-07-20,ESA,2026-03-28,USA,2026-03-28
10932,OBJECT_932,ROCKET_BODY,GEO,LEO,Low,75.22,0.03832,1988,764,Long,2.0,2028-07-21,NASA,2026-03-28,EU,2026-03-28
10933,OBJECT_933,DEBRIS,GEO,MEO,High,30.38,0.07947,1965,17200,Moderate,11.51,2028-07-22,ESA,2026-03-28,EU,2026-03-28
10934,OBJECT_934,PAYLOAD,GEO,MEO,Low,96.44,0.04563,1966,6256,Short,5.18,2028-07-23,CNSA,2026-03-28,RUS,2026-03-28
10935,OBJECT_935,PAYLOAD,GEO,MEO,Moderate,98.14,0.01708,1996,17262,Very Long,11.06,2028-07-24,NASA,2026-03-28,CHN,2026-03-28
10936,OBJECT_936,PAYLOAD,GEO,LEO,Low,117.47,0.02672,2012,7174,Long,10.53,2028-07-25,NASA,2026-03-28,EU,2026-03-28
10937,OBJECT_937,ROCKET_BODY,GEO,MEO,Low,60.22,0.05091,1977,10519,Moderate,3.03,2028-07-26,ESA,2026-03-28,CHN,2026-03-28
10938,OBJECT_938,PAYLOAD,GEO,MEO,Moderate,54.59,0.01475,1997,10253,Very Long,3.91,2028-07-27,ISRO,2026-03-28,CHN,2026-03-28
10939,OBJECT_939,DEBRIS,GEO,MEO,Low,90.42,0.06117,2018,12448,Long,10.76,2028-07-28,ESA,2026-03-28,EU,2026-03-28
10940,OBJECT_940,PAYLOAD,GEO,MEO,Low,15.9,0.05657,1960,15090,Long,2.62,2028-07-29,ESA,2026-03-28,EU,2026-03-28
10941,OBJECT_941,DEBRIS,GEO,MEO,Low,65.63,0.07147,2003,9396,Long,4.88,2028-07-30,NASA,2026-03-28,RUS,2026-03-28
10942,OBJECT_942,DEBRIS,GEO,MEO,Low,65.55,0.09377,2006,12068,Short,14.28,2028-07-31,ESA,2026-03-28,IND,2026-03-28
10943,OBJECT_943,DEBRIS,GEO,LEO,Moderate,10.74,0.09123,1994,19208,Moderate,5.9,2028-08-01,CNSA,2026-03-28,USA,2026-03-28
10944,OBJECT_944,PAYLOAD,GEO,MEO,Low,50.16,0.09461,2019,5288,Very Long,8.55,2028-08-02,NASA,2026-03-28,EU,2026-03-28
10945,OBJECT_945,PAYLOAD,GEO,MEO,Moderate,102.39,0.02447,2011,19670,Moderate,16.03,2028-08-03,ESA,2026-03-28,EU,2026-03-28
10946,OBJECT_946,PAYLOAD,GEO,GEO,Low,102.74,0.01316,1967,13462,Moderate,4.25,2028-08-04,ISRO,2026-03-28,CHN,2026-03-28
10947,OBJECT_947,ROCKET_BODY,GEO,LEO,Low,11.91,0.03023,2000,13403,Very Long,6.93,2028-08-05,CNSA,2026-03-28,IND,2026-03-28
10948,OBJECT_948,DEBRIS,GEO,LEO,Low,10.89,0.08951,1962,7434,Moderate,10.51,2028-08-06,ISRO,2026-03-28,EU,2026-03-28
10949,OBJECT_949,DEBRIS,GEO,LEO,Low,31.52,0.09721,1973,11285,Short,12.96,2028-08-07,CNSA,2026-03-28,IND,2026-03-28
10950,OBJECT_950,DEBRIS,GEO,LEO,Moderate,104.97,0.08593,1985,4827,Very Long,15.38,2028-08-08,ISRO,2026-03-28,USA,2026-03-28
10951,OBJECT_951,DEBRIS,GEO,MEO,Moderate,15.47,0.011,2017,3665,Very Long,15.61,2028-08-09,ESA,2026-03-28,CHN,2026-03-28
10952,OBJECT_952,PAYLOAD,GEO,MEO,Moderate,86.4,0.09474,1999,10529,Long,13.31,2028-08-10,CNSA,2026-03-28,RUS,2026-03-28
10953,OBJECT_953,ROCKET_BODY,GEO,GEO,High,12.14,0.04234,2010,498,Moderate,4.27,2028-08-11,NASA,2026-03-28,USA,2026-03-28
10954,OBJECT_954,PAYLOAD,GEO,GEO,Low,74.78,0.00093,1964,7642,Very Long,0.91,2028-08-12,NASA,2026-03-28,IND,2026-03-28
10955,OBJECT_955,PAYLOAD,GEO,LEO,Low,42.73,0.04424,1991,4644,Very Long,6.83,2028-08-13,ISRO,2026-03-28,IND,2026-03-28
10956,OBJECT_956,DEBRIS,GEO,GEO,Moderate,94.67,0.00461,1960,5057,Short,2.84,2028-08-14,ISRO,2026-03-28,USA,2026-03-28
10957,OBJECT_957,PAYLOAD,GEO,GEO,High,28.04,0.05439,2013,132,Long,12.22,2028-08-15,ISRO,2026-03-28,IND,2026-03-28
10958,OBJECT_958,PAYLOAD,GEO,LEO,Low,76.7,0.03386,1970,5444,Very Long,11.41,2028-08-16,CNSA,2026-03-28,RUS,2026-03-28
10959,OBJECT_959,DEBRIS,GEO,LEO,Moderate,28.28,0.04734,2012,17242,Short,1.23,2028-08-17,NASA,2026-03-28,RUS,2026-03-28
10960,OBJECT_960,PAYLOAD,GEO,GEO,Low,85.64,0.06132,1967,13444,Very Long,14.3,2028-08-18,ESA,2026-03-28,IND,2026-03-28
10961,OBJECT_961,DEBRIS,GEO,MEO,Low,104.84,0.08688,1984,8713,Very Long,4.6,2028-08-19,CNSA,2026-03-28,IND,2026-03-28
10962,OBJECT_962,PAYLOAD,MEO,GEO,Moderate,15.22,0.06619,1999,8222,Very Long,7.63,2028-08-20,ISRO,2026-03-28,RUS,2026-03-28
10963,OBJECT_963,PAYLOAD,GEO,GEO,Moderate,103.99,0.0434,1991,15661,Short,11.52,2028-08-21,NASA,2026-03-28,IND,2026-03-28
10964,OBJECT_964,PAYLOAD,GEO,MEO,Low,71.23,0.08194,1987,6148,Moderate,7.59,2028-08-22,ISRO,2026-03-28,EU,2026-03-28
10965,OBJECT_965,PAYLOAD,GEO,MEO,Low,15.25,0.09056,1962,11589,Very Long,7.78,2028-08-23,ESA,2026-03-28,CHN,2026-03-28
10966,OBJECT_966,DEBRIS,GEO,LEO,Moderate,51.31,0.01198,2021,4605,Very Long,1.58,2028-08-24,ESA,2026-03-28,EU,2026-03-28
10967,OBJECT_967,PAYLOAD,GEO,LEO,Low,19.3,0.05319,1986,9453,Moderate,7.12,2028-08-25,NASA,2026-03-28,IND,2026-03-28
10968,OBJECT_968,DEBRIS,GEO,GEO,Low,84.04,0.02845,2004,17943,Very Long,13.12,2028-08-26,CNSA,2026-03-28,IND,2026-03-28
10969,OBJECT_969,PAYLOAD,GEO,MEO,Moderate,91.06,0.00471,1984,16400,Long,15.6,2028-08-27,ESA,2026-03-28,CHN,2026-03-28
10970,OBJECT_970,DEBRIS,GEO,LEO,Low,12.7,0.06685,2020,3606,Very Long,7.32,2028-08-28,ESA,2026-03-28,IND,2026-03-28
10971,OBJECT_971,ROCKET_BODY,GEO,GEO,Low,60.74,0.08628,2003,13285,Long,7.49,2028-08-29,ESA,2026-03-28,CHN,2026-03-28
10972,OBJECT_972,DEBRIS,GEO,MEO,High,97.76,0.01629,2005,1608,Moderate,12.09,2028-08-30,ESA,2026-03-28,RUS,2026-03-28
10973,OBJECT_973,PAYLOAD,GEO,GEO,Moderate,112.34,0.08124,1973,11710,Short,16.06,2028-08-31,ISRO,2026-03-28,CHN,2026-03-28
10974,OBJECT_974,PAYLOAD,GEO,LEO,High,61.62,0.08534,1967,2017,Moderate,4.91,2028-09-01,ISRO,2026-03-28,CHN,2026-03-28
10975,OBJECT_975,PAYLOAD,GEO,LEO,High,114.03,0.09143,2007,3575,Very Long,7.76,2028-09-02,CNSA,2026-03-28,EU,2026-03-28
10976,OBJECT_976,DEBRIS,GEO,MEO,High,64.28,0.02653,1973,13542,Long,13.63,2028-09-03,NASA,2026-03-28,IND,2026-03-28
10977,OBJECT_977,PAYLOAD,MEO,GEO,Low,47.3,0.0904,2024,7275,Short,10.56,2028-09-04,NASA,2026-03-28,RUS,2026-03-28
10978,OBJECT_978,PAYLOAD,GEO,MEO,Low,101.78,0.03207,1966,9936,Very Long,2.32,2028-09-05,NASA,2026-03-28,USA,2026-03-28
10979,OBJECT_979,DEBRIS,GEO,LEO,High,59.16,0.05523,2008,15749,Short,10.86,2028-09-06,ESA,2026-03-28,CHN,2026-03-28
10980,OBJECT_980,PAYLOAD,GEO,LEO,High,56.63,0.00505,2014,6407,Short,3.58,2028-09-07,ISRO,2026-03-28,USA,2026-03-28
10981,OBJECT_981,DEBRIS,GEO,GEO,High,58.84,0.00439,1972,11827,Very Long,8.92,2028-09-08,ISRO,2026-03-28,IND,2026-03-28
10982,OBJECT_982,PAYLOAD,GEO,GEO,Low,101.61,0.07204,2015,17473,Moderate,9.23,2028-09-09,CNSA,2026-03-28,CHN,2026-03-28
10983,OBJECT_983,PAYLOAD,GEO,GEO,High,99.83,0.04445,2015,1362,Very Long,14.96,2028-09-10,NASA,2026-03-28,USA,2026-03-28
10984,OBJECT_984,DEBRIS,GEO,MEO,High,48.42,0.02563,1974,4474,Very Long,8.13,2028-09-11,ISRO,2026-03-28,EU,2026-03-28
10985,OBJECT_985,PAYLOAD,GEO,GEO,Moderate,40.0,0.01904,2016,7320,Moderate,5.11,2028-09-12,CNSA,2026-03-28,USA,2026-03-28
10986,OBJECT_986,DEBRIS,GEO,GEO,Moderate,59.03,0.067,2017,8668,Long,4.31,2028-09-13,NASA,2026-03-28,EU,2026-03-28
10987,OBJECT_987,PAYLOAD,GEO,LEO,Low,68.73,4e-05,1994,9482,Very Long,14.93,2028-09-14,ESA,2026-03-28,RUS,2026-03-28
10988,OBJECT_988,PAYLOAD,GEO,LEO,Moderate,28.6,0.08059,1975,8521,Short,3.32,2028-09-15,ISRO,2026-03-28,IND,2026-03-28
10989,OBJECT_989,DEBRIS,GEO,GEO,Moderate,95.27,0.00792,1967,17571,Very Long,7.53,2028-09-16,ISRO,2026-03-28,USA,2026-03-28
10990,OBJECT_990,DEBRIS,GEO,GEO,Moderate,58.38,0.01915,2004,19799,Very Long,3.59,2028-09-17,NASA,2026-03-28,CHN,2026-03-28
10991,OBJECT_991,DEBRIS,MEO,LEO,Low,40.09,0.03862,1999,3537,Short,13.26,2028-09-18,ESA,2026-03-28,IND,2026-03-28
10992,OBJECT_992,PAYLOAD,GEO,GEO,Moderate,12.82,0.04849,2013,1774,Moderate,8.33,2028-09-19,ESA,2026-03-28,USA,2026-03-28
10993,OBJECT_993,DEBRIS,GEO,MEO,Low,28.66,0.0355,1973,10256,Long,6.29,2028-09-20,ISRO,2026-03-28,CHN,2026-03-28
10994,OBJECT_994,PAYLOAD,GEO,MEO,High,113.91,0.03207,2018,2559,Long,6.46,2028-09-21,NASA,2026-03-28,CHN,2026-03-28
10995,OBJECT_995,PAYLOAD,GEO,MEO,Moderate,36.61,0.09639,2012,5080,Short,14.56,2028-09-22,CNSA,2026-03-28,CHN,2026-03-28
10996,OBJECT_996,ROCKET_BODY,GEO,GEO,Low,20.26,0.06416,1986,14342,Moderate,9.64,2028-09-23,ISRO,2026-03-28,CHN,2026-03-28
10997,OBJECT_997,PAYLOAD,GEO,LEO,Moderate,55.28,0.00234,2006,19676,Very Long,12.34,2028-09-24,ESA,2026-03-28,USA,2026-03-28
10998,OBJECT_998,ROCKET_BODY,GEO,GEO,High,36.85,0.04302,1965,9982,Very Long,15.3,2028-09-25,CNSA,2026-03-28,RUS,2026-03-28
10999,OBJECT_999,PAYLOAD,GEO,GEO,Low,4.22,0.0875,2014,3525,Very Long,15.38,2028-09-26,NASA,2026-03-28,EU,2026-03-28
11000,OBJECT_1000,PAYLOAD,GEO,LEO,Low,38.78,0.03015,2003,19889,Very Long,5.92,2028-09-27,ESA,2026-03-28,EU,2026-03-28
11001,OBJECT_1001,DEBRIS,GEO,LEO,Low,65.29,0.00946,1977,8999,Very Long,16.22,2028-09-28,CNSA,2026-03-28,EU,2026-03-28
11002,OBJECT_1002,DEBRIS,GEO,LEO,High,66.21,0.07584,1975,13698,Short,0.91,2028-09-29,ISRO,2026-03-28,RUS,2026-03-28
11003,OBJECT_1003,DEBRIS,GEO,MEO,High,42.79,0.0606,1971,19051,Very Long,6.72,2028-09-30,ESA,2026-03-28,CHN,2026-03-28
11004,OBJECT_1004,DEBRIS,GEO,GEO,High,53.68,0.05703,1979,13607,Very Long,15.28,2028-10-01,NASA,2026-03-28,CHN,2026-03-28
11005,OBJECT_1005,DEBRIS,GEO,LEO,Low,115.86,0.00536,2004,13430,Moderate,5.03,2028-10-02,ESA,2026-03-28,IND,2026-03-28
11006,OBJECT_1006,DEBRIS,GEO,GEO,High,45.28,0.01405,2023,16040,Very Long,5.01,2028-10-03,ISRO,2026-03-28,EU,2026-03-28
11007,OBJECT_1007,DEBRIS,GEO,MEO,Moderate,30.99,0.06225,2018,7141,Long,5.49,2028-10-04,NASA,2026-03-28,EU,2026-03-28
11008,OBJECT_1008,PAYLOAD,GEO,MEO,High,29.22,0.02078,1981,8786,Short,10.6,2028-10-05,ISRO,2026-03-28,CHN,2026-03-28
11009,OBJECT_1009,PAYLOAD,GEO,LEO,Low,54.93,0.05041,2006,14902,Short,7.73,2028-10-06,CNSA,2026-03-28,EU,2026-03-28
11010,OBJECT_1010,PAYLOAD,GEO,LEO,Moderate,91.14,0.05449,1988,3281,Short,12.49,2028-10-07,ESA,2026-03-28,CHN,2026-03-28
11011,OBJECT_1011,ROCKET_BODY,GEO,GEO,High,24.72,0.02835,2004,2213,Long,15.27,2028-10-08,ISRO,2026-03-28,CHN,2026-03-28
11012,OBJECT_1012,ROCKET_BODY,GEO,LEO,Moderate,85.12,0.09484,1968,15214,Very Long,11.62,2028-10-09,CNSA,2026-03-28,CHN,2026-03-28
